	e7.5	e7.5	e7.5	e7.5	e7.5
PO3F2_MOUSE.H11MO.0.A	1.5687607198393972e-4	1.5687607198393972e-4	1.5687607198393972e-4	1.5687607198393972e-4	1.5687607198393972e-4
PO3F2_MOUSE.H11MO.1.A	1.959986540886983e-4	1.959986540886983e-4	1.959986540886983e-4	1.959986540886983e-4	1.959986540886983e-4
PO4F2_MOUSE.H11MO.0.D	1.0996050053659244e-4	1.0996050053659244e-4	1.0996050053659244e-4	1.0996050053659244e-4	1.0996050053659244e-4
PO5F1_MOUSE.H11MO.0.A	2.0539933739466227e-4	2.0539933739466227e-4	2.0539933739466227e-4	2.0539933739466227e-4	2.0539933739466227e-4
PO5F1_MOUSE.H11MO.1.A	3.602324065115476e-4	3.602324065115476e-4	3.602324065115476e-4	3.602324065115476e-4	3.602324065115476e-4
PO6F1_MOUSE.H11MO.0.D	3.499795302148341e-5	3.499795302148341e-5	3.499795302148341e-5	3.499795302148341e-5	3.499795302148341e-5
PPARA_MOUSE.H11MO.0.A	8.646155490288621e-4	8.646155490288621e-4	8.646155490288621e-4	8.646155490288621e-4	8.646155490288621e-4
PPARA_MOUSE.H11MO.1.A	6.750382759550393e-4	6.750382759550393e-4	6.750382759550393e-4	6.750382759550393e-4	6.750382759550393e-4
PPARD_MOUSE.H11MO.0.D	7.018992908133564e-4	7.018992908133564e-4	7.018992908133564e-4	7.018992908133564e-4	7.018992908133564e-4
PPARG_MOUSE.H11MO.0.A	9.475624797667187e-4	9.475624797667187e-4	9.475624797667187e-4	9.475624797667187e-4	9.475624797667187e-4
PPARG_MOUSE.H11MO.1.A	7.163271948468103e-4	7.163271948468103e-4	7.163271948468103e-4	7.163271948468103e-4	7.163271948468103e-4
PRD14_MOUSE.H11MO.0.A	3.310511482799729e-4	3.310511482799729e-4	3.310511482799729e-4	3.310511482799729e-4	3.310511482799729e-4
PRD16_MOUSE.H11MO.0.B	1.4476531639117777e-3	1.4476531639117777e-3	1.4476531639117777e-3	1.4476531639117777e-3	1.4476531639117777e-3
PRDM1_MOUSE.H11MO.0.A	9.723710713875169e-4	9.723710713875169e-4	9.723710713875169e-4	9.723710713875169e-4	9.723710713875169e-4
PRDM5_MOUSE.H11MO.0.A	1.0504550929339147e-3	1.0504550929339147e-3	1.0504550929339147e-3	1.0504550929339147e-3	1.0504550929339147e-3
PRDM5_MOUSE.H11MO.1.A	1.082628158181944e-3	1.082628158181944e-3	1.082628158181944e-3	1.082628158181944e-3	1.082628158181944e-3
PRDM9_MOUSE.H11MO.0.C	7.106267496950227e-4	7.106267496950227e-4	7.106267496950227e-4	7.106267496950227e-4	7.106267496950227e-4
PRGR_MOUSE.H11MO.0.A	4.200129810376704e-4	4.200129810376704e-4	4.200129810376704e-4	4.200129810376704e-4	4.200129810376704e-4
PRGR_MOUSE.H11MO.1.A	8.256580022369473e-4	8.256580022369473e-4	8.256580022369473e-4	8.256580022369473e-4	8.256580022369473e-4
PROP1_MOUSE.H11MO.0.C	7.426183604356307e-5	7.426183604356307e-5	7.426183604356307e-5	7.426183604356307e-5	7.426183604356307e-5
PRRX1_MOUSE.H11MO.0.D	2.4457920823352545e-4	2.4457920823352545e-4	2.4457920823352545e-4	2.4457920823352545e-4	2.4457920823352545e-4
PRRX2_MOUSE.H11MO.0.C	2.69562230242195e-4	2.69562230242195e-4	2.69562230242195e-4	2.69562230242195e-4	2.69562230242195e-4
PTF1A_MOUSE.H11MO.0.A	1.0637170608856054e-3	1.0637170608856054e-3	1.0637170608856054e-3	1.0637170608856054e-3	1.0637170608856054e-3
PTF1A_MOUSE.H11MO.1.A	8.307922606599733e-4	8.307922606599733e-4	8.307922606599733e-4	8.307922606599733e-4	8.307922606599733e-4
PURA_MOUSE.H11MO.0.D	1.8054890643030138e-3	1.8054890643030138e-3	1.8054890643030138e-3	1.8054890643030138e-3	1.8054890643030138e-3
RARA_MOUSE.H11MO.0.A	5.141813978682343e-4	5.141813978682343e-4	5.141813978682343e-4	5.141813978682343e-4	5.141813978682343e-4
RARA_MOUSE.H11MO.1.A	7.460030585080309e-4	7.460030585080309e-4	7.460030585080309e-4	7.460030585080309e-4	7.460030585080309e-4
RARA_MOUSE.H11MO.2.A	5.303593832437369e-4	5.303593832437369e-4	5.303593832437369e-4	5.303593832437369e-4	5.303593832437369e-4
RARA_MOUSE.H11MO.3.A	7.578216819257087e-4	7.578216819257087e-4	7.578216819257087e-4	7.578216819257087e-4	7.578216819257087e-4
RARB_MOUSE.H11MO.0.D	6.646840563664177e-4	6.646840563664177e-4	6.646840563664177e-4	6.646840563664177e-4	6.646840563664177e-4
RARG_MOUSE.H11MO.0.C	8.549169915987062e-4	8.549169915987062e-4	8.549169915987062e-4	8.549169915987062e-4	8.549169915987062e-4
RARG_MOUSE.H11MO.1.C	8.093958499477618e-4	8.093958499477618e-4	8.093958499477618e-4	8.093958499477618e-4	8.093958499477618e-4
REL_MOUSE.H11MO.0.A	5.500660326295584e-4	5.500660326295584e-4	5.500660326295584e-4	5.500660326295584e-4	5.500660326295584e-4
RELB_MOUSE.H11MO.0.C	4.2090640784712936e-4	4.2090640784712936e-4	4.2090640784712936e-4	4.2090640784712936e-4	4.2090640784712936e-4
REST_MOUSE.H11MO.0.A	6.776764175176898e-4	6.776764175176898e-4	6.776764175176898e-4	6.776764175176898e-4	6.776764175176898e-4
RFX1_MOUSE.H11MO.0.A	1.3682101842693835e-3	1.3682101842693835e-3	1.3682101842693835e-3	1.3682101842693835e-3	1.3682101842693835e-3
RFX1_MOUSE.H11MO.1.A	5.887545058618349e-4	5.887545058618349e-4	5.887545058618349e-4	5.887545058618349e-4	5.887545058618349e-4
RFX2_MOUSE.H11MO.0.A	8.156513214161769e-4	8.156513214161769e-4	8.156513214161769e-4	8.156513214161769e-4	8.156513214161769e-4
RFX2_MOUSE.H11MO.1.A	5.208790235644721e-4	5.208790235644721e-4	5.208790235644721e-4	5.208790235644721e-4	5.208790235644721e-4
RFX3_MOUSE.H11MO.0.C	7.878278648819578e-4	7.878278648819578e-4	7.878278648819578e-4	7.878278648819578e-4	7.878278648819578e-4
RFX3_MOUSE.H11MO.1.C	5.162561225528051e-4	5.162561225528051e-4	5.162561225528051e-4	5.162561225528051e-4	5.162561225528051e-4
RFX6_MOUSE.H11MO.0.C	6.538403838182071e-4	6.538403838182071e-4	6.538403838182071e-4	6.538403838182071e-4	6.538403838182071e-4
RFX6_MOUSE.H11MO.1.C	7.370580252583831e-4	7.370580252583831e-4	7.370580252583831e-4	7.370580252583831e-4	7.370580252583831e-4
RORA_MOUSE.H11MO.0.C	5.751361566340265e-4	5.751361566340265e-4	5.751361566340265e-4	5.751361566340265e-4	5.751361566340265e-4
RORG_MOUSE.H11MO.0.B	6.4894072145171e-4	6.4894072145171e-4	6.4894072145171e-4	6.4894072145171e-4	6.4894072145171e-4
RREB1_MOUSE.H11MO.0.D	1.1861201545338893e-3	1.1861201545338893e-3	1.1861201545338893e-3	1.1861201545338893e-3	1.1861201545338893e-3
RUNX1_MOUSE.H11MO.0.A	5.581283986487809e-4	5.581283986487809e-4	5.581283986487809e-4	5.581283986487809e-4	5.581283986487809e-4
RUNX2_MOUSE.H11MO.0.A	7.030470514607769e-4	7.030470514607769e-4	7.030470514607769e-4	7.030470514607769e-4	7.030470514607769e-4
RUNX3_MOUSE.H11MO.0.A	5.976356163543155e-4	5.976356163543155e-4	5.976356163543155e-4	5.976356163543155e-4	5.976356163543155e-4
RXRA_MOUSE.H11MO.0.A	6.335011706999763e-4	6.335011706999763e-4	6.335011706999763e-4	6.335011706999763e-4	6.335011706999763e-4
RXRA_MOUSE.H11MO.1.A	6.6350724964868e-4	6.6350724964868e-4	6.6350724964868e-4	6.6350724964868e-4	6.6350724964868e-4
RXRA_MOUSE.H11MO.2.A	5.106769700267707e-4	5.106769700267707e-4	5.106769700267707e-4	5.106769700267707e-4	5.106769700267707e-4
RXRB_MOUSE.H11MO.0.C	6.672521901451126e-4	6.672521901451126e-4	6.672521901451126e-4	6.672521901451126e-4	6.672521901451126e-4
RXRG_MOUSE.H11MO.0.B	6.00557951183049e-4	6.00557951183049e-4	6.00557951183049e-4	6.00557951183049e-4	6.00557951183049e-4
RXRG_MOUSE.H11MO.1.B	4.246889684174566e-4	4.246889684174566e-4	4.246889684174566e-4	4.246889684174566e-4	4.246889684174566e-4
SALL1_MOUSE.H11MO.0.D	2.8982095137469626e-3	2.8982095137469626e-3	2.8982095137469626e-3	2.8982095137469626e-3	2.8982095137469626e-3
SALL4_MOUSE.H11MO.0.A	1.4888770631869433e-3	1.4888770631869433e-3	1.4888770631869433e-3	1.4888770631869433e-3	1.4888770631869433e-3
SIX2_MOUSE.H11MO.0.A	2.629618270559805e-4	2.629618270559805e-4	2.629618270559805e-4	2.629618270559805e-4	2.629618270559805e-4
SIX4_MOUSE.H11MO.0.C	5.081737797254264e-4	5.081737797254264e-4	5.081737797254264e-4	5.081737797254264e-4	5.081737797254264e-4
SMAD1_MOUSE.H11MO.0.D	8.105631601731012e-4	8.105631601731012e-4	8.105631601731012e-4	8.105631601731012e-4	8.105631601731012e-4
SMAD2_MOUSE.H11MO.0.A	9.478224778575932e-4	9.478224778575932e-4	9.478224778575932e-4	9.478224778575932e-4	9.478224778575932e-4
SMAD3_MOUSE.H11MO.0.B	1.2840526191981766e-3	1.2840526191981766e-3	1.2840526191981766e-3	1.2840526191981766e-3	1.2840526191981766e-3
SMAD4_MOUSE.H11MO.0.A	9.004075542425288e-4	9.004075542425288e-4	9.004075542425288e-4	9.004075542425288e-4	9.004075542425288e-4
SMCA5_MOUSE.H11MO.0.C	4.0238200305540604e-4	4.0238200305540604e-4	4.0238200305540604e-4	4.0238200305540604e-4	4.0238200305540604e-4
SNAI1_MOUSE.H11MO.0.C	7.56745770352475e-4	7.56745770352475e-4	7.56745770352475e-4	7.56745770352475e-4	7.56745770352475e-4
SNAI2_MOUSE.H11MO.0.A	3.305878257591227e-4	3.305878257591227e-4	3.305878257591227e-4	3.305878257591227e-4	3.305878257591227e-4
SOX10_MOUSE.H11MO.0.B	3.520272801842153e-4	3.520272801842153e-4	3.520272801842153e-4	3.520272801842153e-4	3.520272801842153e-4
SOX10_MOUSE.H11MO.1.A	4.792003100632784e-4	4.792003100632784e-4	4.792003100632784e-4	4.792003100632784e-4	4.792003100632784e-4
SOX13_MOUSE.H11MO.0.D	1.7416334550882928e-4	1.7416334550882928e-4	1.7416334550882928e-4	1.7416334550882928e-4	1.7416334550882928e-4
SOX15_MOUSE.H11MO.0.D	2.3051967931021148e-4	2.3051967931021148e-4	2.3051967931021148e-4	2.3051967931021148e-4	2.3051967931021148e-4
SOX17_MOUSE.H11MO.0.D	4.662147027829441e-4	4.662147027829441e-4	4.662147027829441e-4	4.662147027829441e-4	4.662147027829441e-4
SOX18_MOUSE.H11MO.0.D	2.0196391414916488e-4	2.0196391414916488e-4	2.0196391414916488e-4	2.0196391414916488e-4	2.0196391414916488e-4
SOX2_MOUSE.H11MO.0.A	2.1614203340385613e-4	2.1614203340385613e-4	2.1614203340385613e-4	2.1614203340385613e-4	2.1614203340385613e-4
SOX2_MOUSE.H11MO.1.A	3.993861234956211e-4	3.993861234956211e-4	3.993861234956211e-4	3.993861234956211e-4	3.993861234956211e-4
SOX3_MOUSE.H11MO.0.C	4.2899410937749917e-4	4.2899410937749917e-4	4.2899410937749917e-4	4.2899410937749917e-4	4.2899410937749917e-4
SOX4_MOUSE.H11MO.0.A	5.167998433808493e-4	5.167998433808493e-4	5.167998433808493e-4	5.167998433808493e-4	5.167998433808493e-4
SOX5_MOUSE.H11MO.0.C	1.2143863879618043e-4	1.2143863879618043e-4	1.2143863879618043e-4	1.2143863879618043e-4	1.2143863879618043e-4
SOX9_MOUSE.H11MO.0.A	3.095272535857892e-4	3.095272535857892e-4	3.095272535857892e-4	3.095272535857892e-4	3.095272535857892e-4
SOX9_MOUSE.H11MO.1.A	5.979735518130351e-4	5.979735518130351e-4	5.979735518130351e-4	5.979735518130351e-4	5.979735518130351e-4
SP1_MOUSE.H11MO.0.A	8.896123526724933e-3	8.896123526724933e-3	8.896123526724933e-3	8.896123526724933e-3	8.896123526724933e-3
SP1_MOUSE.H11MO.1.A	4.456986718396913e-3	4.456986718396913e-3	4.456986718396913e-3	4.456986718396913e-3	4.456986718396913e-3
SP2_MOUSE.H11MO.0.B	8.602818929831038e-3	8.602818929831038e-3	8.602818929831038e-3	8.602818929831038e-3	8.602818929831038e-3
SP2_MOUSE.H11MO.1.C	4.407230165438305e-3	4.407230165438305e-3	4.407230165438305e-3	4.407230165438305e-3	4.407230165438305e-3
SP3_MOUSE.H11MO.0.B	6.799606925634456e-3	6.799606925634456e-3	6.799606925634456e-3	6.799606925634456e-3	6.799606925634456e-3
SP4_MOUSE.H11MO.0.B	5.595327332627529e-3	5.595327332627529e-3	5.595327332627529e-3	5.595327332627529e-3	5.595327332627529e-3
SP4_MOUSE.H11MO.1.B	4.570327111488948e-3	4.570327111488948e-3	4.570327111488948e-3	4.570327111488948e-3	4.570327111488948e-3
SP5_MOUSE.H11MO.0.C	6.115511961171334e-3	6.115511961171334e-3	6.115511961171334e-3	6.115511961171334e-3	6.115511961171334e-3
SP5_MOUSE.H11MO.1.C	3.3748373840871326e-3	3.3748373840871326e-3	3.3748373840871326e-3	3.3748373840871326e-3	3.3748373840871326e-3
SP7_MOUSE.H11MO.0.A	1.3135575203441311e-4	1.3135575203441311e-4	1.3135575203441311e-4	1.3135575203441311e-4	1.3135575203441311e-4
SPI1_MOUSE.H11MO.0.A	1.9024328770523725e-3	1.9024328770523725e-3	1.9024328770523725e-3	1.9024328770523725e-3	1.9024328770523725e-3
SPIB_MOUSE.H11MO.0.A	1.7677586993550657e-3	1.7677586993550657e-3	1.7677586993550657e-3	1.7677586993550657e-3	1.7677586993550657e-3
SPZ1_MOUSE.H11MO.0.D	3.3900327058925586e-4	3.3900327058925586e-4	3.3900327058925586e-4	3.3900327058925586e-4	3.3900327058925586e-4
SRBP1_MOUSE.H11MO.0.B	5.316039527857486e-4	5.316039527857486e-4	5.316039527857486e-4	5.316039527857486e-4	5.316039527857486e-4
SRBP2_MOUSE.H11MO.0.B	7.67616604225956e-4	7.67616604225956e-4	7.67616604225956e-4	7.67616604225956e-4	7.67616604225956e-4
SRF_MOUSE.H11MO.0.A	4.084394511883228e-4	4.084394511883228e-4	4.084394511883228e-4	4.084394511883228e-4	4.084394511883228e-4
SRY_MOUSE.H11MO.0.B	2.6913513910806246e-4	2.6913513910806246e-4	2.6913513910806246e-4	2.6913513910806246e-4	2.6913513910806246e-4
STA5A_MOUSE.H11MO.0.A	5.378218911532595e-4	5.378218911532595e-4	5.378218911532595e-4	5.378218911532595e-4	5.378218911532595e-4
STA5B_MOUSE.H11MO.0.A	5.302860991676924e-4	5.302860991676924e-4	5.302860991676924e-4	5.302860991676924e-4	5.302860991676924e-4
STAT1_MOUSE.H11MO.0.A	1.2406655250535227e-3	1.2406655250535227e-3	1.2406655250535227e-3	1.2406655250535227e-3	1.2406655250535227e-3
STAT1_MOUSE.H11MO.1.A	7.319844707868422e-4	7.319844707868422e-4	7.319844707868422e-4	7.319844707868422e-4	7.319844707868422e-4
STAT2_MOUSE.H11MO.0.A	1.0181244225922757e-3	1.0181244225922757e-3	1.0181244225922757e-3	1.0181244225922757e-3	1.0181244225922757e-3
STAT3_MOUSE.H11MO.0.A	8.797503707280591e-4	8.797503707280591e-4	8.797503707280591e-4	8.797503707280591e-4	8.797503707280591e-4
STAT4_MOUSE.H11MO.0.A	7.122185805835562e-4	7.122185805835562e-4	7.122185805835562e-4	7.122185805835562e-4	7.122185805835562e-4
STAT6_MOUSE.H11MO.0.A	4.293921113558595e-4	4.293921113558595e-4	4.293921113558595e-4	4.293921113558595e-4	4.293921113558595e-4
STF1_MOUSE.H11MO.0.B	7.291570020244833e-4	7.291570020244833e-4	7.291570020244833e-4	7.291570020244833e-4	7.291570020244833e-4
SUH_MOUSE.H11MO.0.A	8.794019950359118e-4	8.794019950359118e-4	8.794019950359118e-4	8.794019950359118e-4	8.794019950359118e-4
TAF1_MOUSE.H11MO.0.A	1.4053864385839645e-3	1.4053864385839645e-3	1.4053864385839645e-3	1.4053864385839645e-3	1.4053864385839645e-3
TAL1_MOUSE.H11MO.0.A	4.8219053582439236e-4	4.8219053582439236e-4	4.8219053582439236e-4	4.8219053582439236e-4	4.8219053582439236e-4
TBP_MOUSE.H11MO.0.A	4.384974029290828e-4	4.384974029290828e-4	4.384974029290828e-4	4.384974029290828e-4	4.384974029290828e-4
TBX20_MOUSE.H11MO.0.C	5.57007994287098e-4	5.57007994287098e-4	5.57007994287098e-4	5.57007994287098e-4	5.57007994287098e-4
TBX21_MOUSE.H11MO.0.A	6.668509321012305e-4	6.668509321012305e-4	6.668509321012305e-4	6.668509321012305e-4	6.668509321012305e-4
TBX2_MOUSE.H11MO.0.D	3.163690377039971e-4	3.163690377039971e-4	3.163690377039971e-4	3.163690377039971e-4	3.163690377039971e-4
TBX3_MOUSE.H11MO.0.B	2.188808472353297e-4	2.188808472353297e-4	2.188808472353297e-4	2.188808472353297e-4	2.188808472353297e-4
TBX5_MOUSE.H11MO.0.D	4.879251942729671e-4	4.879251942729671e-4	4.879251942729671e-4	4.879251942729671e-4	4.879251942729671e-4
TCF7_MOUSE.H11MO.0.A	8.128189328279925e-4	8.128189328279925e-4	8.128189328279925e-4	8.128189328279925e-4	8.128189328279925e-4
TEAD1_MOUSE.H11MO.0.A	3.605577820801889e-4	3.605577820801889e-4	3.605577820801889e-4	3.605577820801889e-4	3.605577820801889e-4
TEAD2_MOUSE.H11MO.0.C	3.988790816126738e-4	3.988790816126738e-4	3.988790816126738e-4	3.988790816126738e-4	3.988790816126738e-4
TEAD3_MOUSE.H11MO.0.D	3.455781966078108e-4	3.455781966078108e-4	3.455781966078108e-4	3.455781966078108e-4	3.455781966078108e-4
TEAD4_MOUSE.H11MO.0.A	3.680135973570632e-4	3.680135973570632e-4	3.680135973570632e-4	3.680135973570632e-4	3.680135973570632e-4
TEF_MOUSE.H11MO.0.D	2.1156744915203372e-4	2.1156744915203372e-4	2.1156744915203372e-4	2.1156744915203372e-4	2.1156744915203372e-4
TF2L1_MOUSE.H11MO.0.C	7.458916146158645e-4	7.458916146158645e-4	7.458916146158645e-4	7.458916146158645e-4	7.458916146158645e-4
TF2L1_MOUSE.H11MO.1.C	4.767983247737546e-4	4.767983247737546e-4	4.767983247737546e-4	4.767983247737546e-4	4.767983247737546e-4
TF65_MOUSE.H11MO.0.A	4.769959100035455e-4	4.769959100035455e-4	4.769959100035455e-4	4.769959100035455e-4	4.769959100035455e-4
TF7L1_MOUSE.H11MO.0.A	2.627905418998906e-4	2.627905418998906e-4	2.627905418998906e-4	2.627905418998906e-4	2.627905418998906e-4
TF7L2_MOUSE.H11MO.0.A	3.1004374077207446e-4	3.1004374077207446e-4	3.1004374077207446e-4	3.1004374077207446e-4	3.1004374077207446e-4
TFCP2_MOUSE.H11MO.0.D	9.363186440164404e-4	9.363186440164404e-4	9.363186440164404e-4	9.363186440164404e-4	9.363186440164404e-4
TFDP1_MOUSE.H11MO.0.D	1.5904207675583087e-3	1.5904207675583087e-3	1.5904207675583087e-3	1.5904207675583087e-3	1.5904207675583087e-3
TFE2_MOUSE.H11MO.0.A	7.499359250874383e-4	7.499359250874383e-4	7.499359250874383e-4	7.499359250874383e-4	7.499359250874383e-4
TFE3_MOUSE.H11MO.0.A	7.756094712710561e-4	7.756094712710561e-4	7.756094712710561e-4	7.756094712710561e-4	7.756094712710561e-4
TFEB_MOUSE.H11MO.0.C	6.240972108146779e-4	6.240972108146779e-4	6.240972108146779e-4	6.240972108146779e-4	6.240972108146779e-4
TGIF1_MOUSE.H11MO.0.A	6.755719846357138e-4	6.755719846357138e-4	6.755719846357138e-4	6.755719846357138e-4	6.755719846357138e-4
THA11_MOUSE.H11MO.0.B	1.9773264511771145e-3	1.9773264511771145e-3	1.9773264511771145e-3	1.9773264511771145e-3	1.9773264511771145e-3
THA_MOUSE.H11MO.0.C	5.989164153227245e-4	5.989164153227245e-4	5.989164153227245e-4	5.989164153227245e-4	5.989164153227245e-4
THA_MOUSE.H11MO.1.C	5.881194362144007e-4	5.881194362144007e-4	5.881194362144007e-4	5.881194362144007e-4	5.881194362144007e-4
THB_MOUSE.H11MO.0.D	8.486546568753722e-4	8.486546568753722e-4	8.486546568753722e-4	8.486546568753722e-4	8.486546568753722e-4
TLX1_MOUSE.H11MO.0.D	2.4507845419569015e-4	2.4507845419569015e-4	2.4507845419569015e-4	2.4507845419569015e-4	2.4507845419569015e-4
TWST1_MOUSE.H11MO.0.B	2.581608984585662e-4	2.581608984585662e-4	2.581608984585662e-4	2.581608984585662e-4	2.581608984585662e-4
TWST1_MOUSE.H11MO.1.B	3.8964361962108465e-4	3.8964361962108465e-4	3.8964361962108465e-4	3.8964361962108465e-4	3.8964361962108465e-4
TYY1_MOUSE.H11MO.0.A	1.1144480551206991e-3	1.1144480551206991e-3	1.1144480551206991e-3	1.1144480551206991e-3	1.1144480551206991e-3
UBIP1_MOUSE.H11MO.0.D	3.3500440419734143e-3	3.3500440419734143e-3	3.3500440419734143e-3	3.3500440419734143e-3	3.3500440419734143e-3
USF1_MOUSE.H11MO.0.A	8.711445093651554e-4	8.711445093651554e-4	8.711445093651554e-4	8.711445093651554e-4	8.711445093651554e-4
USF2_MOUSE.H11MO.0.A	1.0444517734427628e-3	1.0444517734427628e-3	1.0444517734427628e-3	1.0444517734427628e-3	1.0444517734427628e-3
VDR_MOUSE.H11MO.0.A	4.736843809141896e-4	4.736843809141896e-4	4.736843809141896e-4	4.736843809141896e-4	4.736843809141896e-4
VDR_MOUSE.H11MO.1.A	4.3624570398662776e-4	4.3624570398662776e-4	4.3624570398662776e-4	4.3624570398662776e-4	4.3624570398662776e-4
VSX2_MOUSE.H11MO.0.C	1.5514010388096558e-4	1.5514010388096558e-4	1.5514010388096558e-4	1.5514010388096558e-4	1.5514010388096558e-4
WT1_MOUSE.H11MO.0.B	4.915194263103145e-3	4.915194263103145e-3	4.915194263103145e-3	4.915194263103145e-3	4.915194263103145e-3
WT1_MOUSE.H11MO.1.A	1.3117695905980583e-3	1.3117695905980583e-3	1.3117695905980583e-3	1.3117695905980583e-3	1.3117695905980583e-3
XBP1_MOUSE.H11MO.0.C	2.6438647676328036e-4	2.6438647676328036e-4	2.6438647676328036e-4	2.6438647676328036e-4	2.6438647676328036e-4
ZBT17_MOUSE.H11MO.0.A	5.170066845116426e-3	5.170066845116426e-3	5.170066845116426e-3	5.170066845116426e-3	5.170066845116426e-3
ZBT18_MOUSE.H11MO.0.D	5.616500262965167e-4	5.616500262965167e-4	5.616500262965167e-4	5.616500262965167e-4	5.616500262965167e-4
ZBT7A_MOUSE.H11MO.0.B	4.4641605946163217e-4	4.4641605946163217e-4	4.4641605946163217e-4	4.4641605946163217e-4	4.4641605946163217e-4
ZBTB6_MOUSE.H11MO.0.D	1.0432627041574935e-3	1.0432627041574935e-3	1.0432627041574935e-3	1.0432627041574935e-3	1.0432627041574935e-3
ZEB1_MOUSE.H11MO.0.B	4.8435234732874515e-4	4.8435234732874515e-4	4.8435234732874515e-4	4.8435234732874515e-4	4.8435234732874515e-4
ZEP1_MOUSE.H11MO.0.D	6.258071867522004e-4	6.258071867522004e-4	6.258071867522004e-4	6.258071867522004e-4	6.258071867522004e-4
ZEP2_MOUSE.H11MO.0.D	4.062849267450903e-4	4.062849267450903e-4	4.062849267450903e-4	4.062849267450903e-4	4.062849267450903e-4
ZFHX3_MOUSE.H11MO.0.D	6.857634673857183e-5	6.857634673857183e-5	6.857634673857183e-5	6.857634673857183e-5	6.857634673857183e-5
ZFP42_MOUSE.H11MO.0.A	1.0005264265661883e-3	1.0005264265661883e-3	1.0005264265661883e-3	1.0005264265661883e-3	1.0005264265661883e-3
ZFP57_MOUSE.H11MO.0.B	3.325645458005625e-4	3.325645458005625e-4	3.325645458005625e-4	3.325645458005625e-4	3.325645458005625e-4
ZFX_MOUSE.H11MO.0.B	2.4463347245062134e-3	2.4463347245062134e-3	2.4463347245062134e-3	2.4463347245062134e-3	2.4463347245062134e-3
ZFX_MOUSE.H11MO.1.B	1.0926830819462667e-3	1.0926830819462667e-3	1.0926830819462667e-3	1.0926830819462667e-3	1.0926830819462667e-3
ZIC1_MOUSE.H11MO.0.B	5.829309554078572e-4	5.829309554078572e-4	5.829309554078572e-4	5.829309554078572e-4	5.829309554078572e-4
ZIC2_MOUSE.H11MO.0.C	1.0420486060417561e-3	1.0420486060417561e-3	1.0420486060417561e-3	1.0420486060417561e-3	1.0420486060417561e-3
ZIC3_MOUSE.H11MO.0.A	1.0757596209525226e-3	1.0757596209525226e-3	1.0757596209525226e-3	1.0757596209525226e-3	1.0757596209525226e-3
ZKSC1_MOUSE.H11MO.0.A	3.448984696312326e-4	3.448984696312326e-4	3.448984696312326e-4	3.448984696312326e-4	3.448984696312326e-4
ZN143_MOUSE.H11MO.0.A	2.0751836413926347e-3	2.0751836413926347e-3	2.0751836413926347e-3	2.0751836413926347e-3	2.0751836413926347e-3
ZN148_MOUSE.H11MO.0.D	2.8436234393173316e-3	2.8436234393173316e-3	2.8436234393173316e-3	2.8436234393173316e-3	2.8436234393173316e-3
ZN281_MOUSE.H11MO.0.A	2.315770217404533e-3	2.315770217404533e-3	2.315770217404533e-3	2.315770217404533e-3	2.315770217404533e-3
ZN322_MOUSE.H11MO.0.B	9.200352769061433e-4	9.200352769061433e-4	9.200352769061433e-4	9.200352769061433e-4	9.200352769061433e-4
ZN335_MOUSE.H11MO.0.A	1.5590231716887746e-3	1.5590231716887746e-3	1.5590231716887746e-3	1.5590231716887746e-3	1.5590231716887746e-3
ZN335_MOUSE.H11MO.1.A	1.2267029841363593e-3	1.2267029841363593e-3	1.2267029841363593e-3	1.2267029841363593e-3	1.2267029841363593e-3
ZN423_MOUSE.H11MO.0.D	6.937467350934514e-5	6.937467350934514e-5	6.937467350934514e-5	6.937467350934514e-5	6.937467350934514e-5
ZN431_MOUSE.H11MO.0.C	4.8471299546274434e-4	4.8471299546274434e-4	4.8471299546274434e-4	4.8471299546274434e-4	4.8471299546274434e-4
