	e7.5	e7.5	e7.5	e7.5	e7.5
HSF2_MOUSE.H11MO.0.A	3.051870897215032e-4	3.051870897215032e-4	3.051870897215032e-4	3.051870897215032e-4	3.051870897215032e-4
HTF4_MOUSE.H11MO.0.A	7.6036144884595e-4	7.6036144884595e-4	7.6036144884595e-4	7.6036144884595e-4	7.6036144884595e-4
HXA10_MOUSE.H11MO.0.C	7.613379461787292e-5	7.613379461787292e-5	7.613379461787292e-5	7.613379461787292e-5	7.613379461787292e-5
HXA13_MOUSE.H11MO.0.C	3.906417023107296e-4	3.906417023107296e-4	3.906417023107296e-4	3.906417023107296e-4	3.906417023107296e-4
HXA1_MOUSE.H11MO.0.C	2.58242610916925e-4	2.58242610916925e-4	2.58242610916925e-4	2.58242610916925e-4	2.58242610916925e-4
HXA5_MOUSE.H11MO.0.D	3.333565719909298e-4	3.333565719909298e-4	3.333565719909298e-4	3.333565719909298e-4	3.333565719909298e-4
HXA7_MOUSE.H11MO.0.D	1.0949923015975447e-4	1.0949923015975447e-4	1.0949923015975447e-4	1.0949923015975447e-4	1.0949923015975447e-4
HXA9_MOUSE.H11MO.0.B	1.611020989103957e-4	1.611020989103957e-4	1.611020989103957e-4	1.611020989103957e-4	1.611020989103957e-4
HXB1_MOUSE.H11MO.0.D	1.8493356325277583e-4	1.8493356325277583e-4	1.8493356325277583e-4	1.8493356325277583e-4	1.8493356325277583e-4
HXB4_MOUSE.H11MO.0.A	8.862819591356824e-5	8.862819591356824e-5	8.862819591356824e-5	8.862819591356824e-5	8.862819591356824e-5
HXB6_MOUSE.H11MO.0.D	1.9407094040362324e-4	1.9407094040362324e-4	1.9407094040362324e-4	1.9407094040362324e-4	1.9407094040362324e-4
HXB7_MOUSE.H11MO.0.C	1.2981965049953974e-4	1.2981965049953974e-4	1.2981965049953974e-4	1.2981965049953974e-4	1.2981965049953974e-4
HXB8_MOUSE.H11MO.0.C	6.6474897268095e-5	6.6474897268095e-5	6.6474897268095e-5	6.6474897268095e-5	6.6474897268095e-5
HXC6_MOUSE.H11MO.0.D	6.84214038637276e-5	6.84214038637276e-5	6.84214038637276e-5	6.84214038637276e-5	6.84214038637276e-5
HXC8_MOUSE.H11MO.0.D	1.2364985634622156e-4	1.2364985634622156e-4	1.2364985634622156e-4	1.2364985634622156e-4	1.2364985634622156e-4
HXD10_MOUSE.H11MO.0.D	1.7828386676055312e-4	1.7828386676055312e-4	1.7828386676055312e-4	1.7828386676055312e-4	1.7828386676055312e-4
HXD13_MOUSE.H11MO.0.D	3.616662224050539e-4	3.616662224050539e-4	3.616662224050539e-4	3.616662224050539e-4	3.616662224050539e-4
HXD4_MOUSE.H11MO.0.D	1.0623006447212449e-4	1.0623006447212449e-4	1.0623006447212449e-4	1.0623006447212449e-4	1.0623006447212449e-4
HXD9_MOUSE.H11MO.0.D	1.2348946696459333e-4	1.2348946696459333e-4	1.2348946696459333e-4	1.2348946696459333e-4	1.2348946696459333e-4
IKZF1_MOUSE.H11MO.0.C	7.088396269648682e-4	7.088396269648682e-4	7.088396269648682e-4	7.088396269648682e-4	7.088396269648682e-4
INSM1_MOUSE.H11MO.0.C	4.110576420756042e-4	4.110576420756042e-4	4.110576420756042e-4	4.110576420756042e-4	4.110576420756042e-4
IRF1_MOUSE.H11MO.0.A	9.802610187140306e-4	9.802610187140306e-4	9.802610187140306e-4	9.802610187140306e-4	9.802610187140306e-4
IRF2_MOUSE.H11MO.0.B	9.612736449015056e-4	9.612736449015056e-4	9.612736449015056e-4	9.612736449015056e-4	9.612736449015056e-4
IRF3_MOUSE.H11MO.0.A	1.7691415535922332e-3	1.7691415535922332e-3	1.7691415535922332e-3	1.7691415535922332e-3	1.7691415535922332e-3
IRF4_MOUSE.H11MO.0.A	1.225434917002489e-3	1.225434917002489e-3	1.225434917002489e-3	1.225434917002489e-3	1.225434917002489e-3
IRF5_MOUSE.H11MO.0.D	1.8036148597612482e-4	1.8036148597612482e-4	1.8036148597612482e-4	1.8036148597612482e-4	1.8036148597612482e-4
IRF7_MOUSE.H11MO.0.C	4.174762751749633e-4	4.174762751749633e-4	4.174762751749633e-4	4.174762751749633e-4	4.174762751749633e-4
IRF8_MOUSE.H11MO.0.A	1.3402993020824765e-3	1.3402993020824765e-3	1.3402993020824765e-3	1.3402993020824765e-3	1.3402993020824765e-3
IRF9_MOUSE.H11MO.0.C	8.994479764142794e-5	8.994479764142794e-5	8.994479764142794e-5	8.994479764142794e-5	8.994479764142794e-5
ISL1_MOUSE.H11MO.0.A	2.0902254073352716e-4	2.0902254073352716e-4	2.0902254073352716e-4	2.0902254073352716e-4	2.0902254073352716e-4
ITF2_MOUSE.H11MO.0.B	3.024640381724189e-4	3.024640381724189e-4	3.024640381724189e-4	3.024640381724189e-4	3.024640381724189e-4
JUN_MOUSE.H11MO.0.A	2.2035151410913696e-3	2.2035151410913696e-3	2.2035151410913696e-3	2.2035151410913696e-3	2.2035151410913696e-3
JUNB_MOUSE.H11MO.0.A	2.206433583232221e-3	2.206433583232221e-3	2.206433583232221e-3	2.206433583232221e-3	2.206433583232221e-3
JUND_MOUSE.H11MO.0.A	2.158724169787863e-3	2.158724169787863e-3	2.158724169787863e-3	2.158724169787863e-3	2.158724169787863e-3
KAISO_MOUSE.H11MO.0.B	1.169601132644673e-3	1.169601132644673e-3	1.169601132644673e-3	1.169601132644673e-3	1.169601132644673e-3
KAISO_MOUSE.H11MO.1.B	1.0102636858284894e-3	1.0102636858284894e-3	1.0102636858284894e-3	1.0102636858284894e-3	1.0102636858284894e-3
KAISO_MOUSE.H11MO.2.B	4.864593900822821e-4	4.864593900822821e-4	4.864593900822821e-4	4.864593900822821e-4	4.864593900822821e-4
KLF15_MOUSE.H11MO.0.A	4.717226814834048e-3	4.717226814834048e-3	4.717226814834048e-3	4.717226814834048e-3	4.717226814834048e-3
KLF1_MOUSE.H11MO.0.A	3.4708447489723896e-3	3.4708447489723896e-3	3.4708447489723896e-3	3.4708447489723896e-3	3.4708447489723896e-3
KLF3_MOUSE.H11MO.0.A	5.330980086369961e-3	5.330980086369961e-3	5.330980086369961e-3	5.330980086369961e-3	5.330980086369961e-3
KLF4_MOUSE.H11MO.0.A	2.7429614764376974e-3	2.7429614764376974e-3	2.7429614764376974e-3	2.7429614764376974e-3	2.7429614764376974e-3
KLF5_MOUSE.H11MO.0.A	3.56181760990498e-3	3.56181760990498e-3	3.56181760990498e-3	3.56181760990498e-3	3.56181760990498e-3
KLF6_MOUSE.H11MO.0.B	4.655388588743419e-3	4.655388588743419e-3	4.655388588743419e-3	4.655388588743419e-3	4.655388588743419e-3
KLF8_MOUSE.H11MO.0.C	6.677352635672497e-4	6.677352635672497e-4	6.677352635672497e-4	6.677352635672497e-4	6.677352635672497e-4
LEF1_MOUSE.H11MO.0.B	5.415672169114585e-4	5.415672169114585e-4	5.415672169114585e-4	5.415672169114585e-4	5.415672169114585e-4
LHX2_MOUSE.H11MO.0.A	1.1429560940859085e-4	1.1429560940859085e-4	1.1429560940859085e-4	1.1429560940859085e-4	1.1429560940859085e-4
LHX3_MOUSE.H11MO.0.C	1.0552303260947473e-4	1.0552303260947473e-4	1.0552303260947473e-4	1.0552303260947473e-4	1.0552303260947473e-4
LHX6_MOUSE.H11MO.0.C	6.909663855345456e-4	6.909663855345456e-4	6.909663855345456e-4	6.909663855345456e-4	6.909663855345456e-4
LYL1_MOUSE.H11MO.0.A	1.1087079975355763e-3	1.1087079975355763e-3	1.1087079975355763e-3	1.1087079975355763e-3	1.1087079975355763e-3
MAF_MOUSE.H11MO.0.A	5.812833331179714e-4	5.812833331179714e-4	5.812833331179714e-4	5.812833331179714e-4	5.812833331179714e-4
MAF_MOUSE.H11MO.1.A	7.81944263357293e-4	7.81944263357293e-4	7.81944263357293e-4	7.81944263357293e-4	7.81944263357293e-4
MAFA_MOUSE.H11MO.0.D	8.366074293456692e-4	8.366074293456692e-4	8.366074293456692e-4	8.366074293456692e-4	8.366074293456692e-4
MAFB_MOUSE.H11MO.0.B	7.1362613564566e-4	7.1362613564566e-4	7.1362613564566e-4	7.1362613564566e-4	7.1362613564566e-4
MAFF_MOUSE.H11MO.0.A	6.733952676350414e-4	6.733952676350414e-4	6.733952676350414e-4	6.733952676350414e-4	6.733952676350414e-4
MAFF_MOUSE.H11MO.1.A	1.2602976818292342e-3	1.2602976818292342e-3	1.2602976818292342e-3	1.2602976818292342e-3	1.2602976818292342e-3
MAFG_MOUSE.H11MO.0.A	6.817617847866326e-4	6.817617847866326e-4	6.817617847866326e-4	6.817617847866326e-4	6.817617847866326e-4
MAFG_MOUSE.H11MO.1.A	8.884377854300625e-4	8.884377854300625e-4	8.884377854300625e-4	8.884377854300625e-4	8.884377854300625e-4
MAFK_MOUSE.H11MO.0.A	8.562320648547411e-4	8.562320648547411e-4	8.562320648547411e-4	8.562320648547411e-4	8.562320648547411e-4
MAFK_MOUSE.H11MO.1.A	1.161112661117489e-3	1.161112661117489e-3	1.161112661117489e-3	1.161112661117489e-3	1.161112661117489e-3
MAX_MOUSE.H11MO.0.A	4.7490719625775093e-4	4.7490719625775093e-4	4.7490719625775093e-4	4.7490719625775093e-4	4.7490719625775093e-4
MAZ_MOUSE.H11MO.0.A	5.2886616072085e-3	5.2886616072085e-3	5.2886616072085e-3	5.2886616072085e-3	5.2886616072085e-3
MAZ_MOUSE.H11MO.1.A	3.256293260990065e-3	3.256293260990065e-3	3.256293260990065e-3	3.256293260990065e-3	3.256293260990065e-3
MBD2_MOUSE.H11MO.0.B	1.1377234366540614e-3	1.1377234366540614e-3	1.1377234366540614e-3	1.1377234366540614e-3	1.1377234366540614e-3
MCR_MOUSE.H11MO.0.D	3.0547534521518124e-4	3.0547534521518124e-4	3.0547534521518124e-4	3.0547534521518124e-4	3.0547534521518124e-4
MECP2_MOUSE.H11MO.0.C	1.0983629667167861e-3	1.0983629667167861e-3	1.0983629667167861e-3	1.0983629667167861e-3	1.0983629667167861e-3
MEF2A_MOUSE.H11MO.0.A	2.2607844947813792e-4	2.2607844947813792e-4	2.2607844947813792e-4	2.2607844947813792e-4	2.2607844947813792e-4
MEF2C_MOUSE.H11MO.0.A	2.4144897171456597e-4	2.4144897171456597e-4	2.4144897171456597e-4	2.4144897171456597e-4	2.4144897171456597e-4
MEF2D_MOUSE.H11MO.0.A	2.5233053107459916e-4	2.5233053107459916e-4	2.5233053107459916e-4	2.5233053107459916e-4	2.5233053107459916e-4
MEIS1_MOUSE.H11MO.0.A	1.1322714013259714e-4	1.1322714013259714e-4	1.1322714013259714e-4	1.1322714013259714e-4	1.1322714013259714e-4
MEIS1_MOUSE.H11MO.1.A	6.160059071251633e-4	6.160059071251633e-4	6.160059071251633e-4	6.160059071251633e-4	6.160059071251633e-4
MEIS2_MOUSE.H11MO.0.B	5.480532965238237e-4	5.480532965238237e-4	5.480532965238237e-4	5.480532965238237e-4	5.480532965238237e-4
MITF_MOUSE.H11MO.0.A	9.259004507343319e-4	9.259004507343319e-4	9.259004507343319e-4	9.259004507343319e-4	9.259004507343319e-4
MLXPL_MOUSE.H11MO.0.D	4.39991570742048e-4	4.39991570742048e-4	4.39991570742048e-4	4.39991570742048e-4	4.39991570742048e-4
MSGN1_MOUSE.H11MO.0.C	2.970283765702361e-4	2.970283765702361e-4	2.970283765702361e-4	2.970283765702361e-4	2.970283765702361e-4
MSX2_MOUSE.H11MO.0.D	9.26993564451239e-5	9.26993564451239e-5	9.26993564451239e-5	9.26993564451239e-5	9.26993564451239e-5
MSX3_MOUSE.H11MO.0.D	3.475535183528532e-4	3.475535183528532e-4	3.475535183528532e-4	3.475535183528532e-4	3.475535183528532e-4
MTF1_MOUSE.H11MO.0.C	5.086720872366068e-4	5.086720872366068e-4	5.086720872366068e-4	5.086720872366068e-4	5.086720872366068e-4
MXI1_MOUSE.H11MO.0.A	6.743998164877346e-4	6.743998164877346e-4	6.743998164877346e-4	6.743998164877346e-4	6.743998164877346e-4
MXI1_MOUSE.H11MO.1.A	2.6048174849294803e-4	2.6048174849294803e-4	2.6048174849294803e-4	2.6048174849294803e-4	2.6048174849294803e-4
MYB_MOUSE.H11MO.0.A	3.080463292441466e-4	3.080463292441466e-4	3.080463292441466e-4	3.080463292441466e-4	3.080463292441466e-4
MYBA_MOUSE.H11MO.0.C	3.300009874656393e-4	3.300009874656393e-4	3.300009874656393e-4	3.300009874656393e-4	3.300009874656393e-4
MYBB_MOUSE.H11MO.0.D	5.418871340131013e-4	5.418871340131013e-4	5.418871340131013e-4	5.418871340131013e-4	5.418871340131013e-4
MYC_MOUSE.H11MO.0.A	4.937990954046395e-4	4.937990954046395e-4	4.937990954046395e-4	4.937990954046395e-4	4.937990954046395e-4
MYCN_MOUSE.H11MO.0.A	4.0330543512231976e-4	4.0330543512231976e-4	4.0330543512231976e-4	4.0330543512231976e-4	4.0330543512231976e-4
MYF5_MOUSE.H11MO.0.D	6.428360570133744e-4	6.428360570133744e-4	6.428360570133744e-4	6.428360570133744e-4	6.428360570133744e-4
MYF6_MOUSE.H11MO.0.C	1.3575133740705678e-3	1.3575133740705678e-3	1.3575133740705678e-3	1.3575133740705678e-3	1.3575133740705678e-3
MYOD1_MOUSE.H11MO.0.A	7.506636603945561e-4	7.506636603945561e-4	7.506636603945561e-4	7.506636603945561e-4	7.506636603945561e-4
MYOD1_MOUSE.H11MO.1.A	7.259894132968106e-4	7.259894132968106e-4	7.259894132968106e-4	7.259894132968106e-4	7.259894132968106e-4
MYOG_MOUSE.H11MO.0.A	7.806759193073806e-4	7.806759193073806e-4	7.806759193073806e-4	7.806759193073806e-4	7.806759193073806e-4
NANOG_MOUSE.H11MO.0.A	2.675587161114879e-4	2.675587161114879e-4	2.675587161114879e-4	2.675587161114879e-4	2.675587161114879e-4
NANOG_MOUSE.H11MO.1.A	2.2882055512085528e-4	2.2882055512085528e-4	2.2882055512085528e-4	2.2882055512085528e-4	2.2882055512085528e-4
NDF1_MOUSE.H11MO.0.A	4.384559633558275e-4	4.384559633558275e-4	4.384559633558275e-4	4.384559633558275e-4	4.384559633558275e-4
NDF2_MOUSE.H11MO.0.A	4.6773245385547e-4	4.6773245385547e-4	4.6773245385547e-4	4.6773245385547e-4	4.6773245385547e-4
NF2L1_MOUSE.H11MO.0.C	6.989670390064985e-4	6.989670390064985e-4	6.989670390064985e-4	6.989670390064985e-4	6.989670390064985e-4
NF2L2_MOUSE.H11MO.0.A	1.1288795050040687e-3	1.1288795050040687e-3	1.1288795050040687e-3	1.1288795050040687e-3	1.1288795050040687e-3
NFAC1_MOUSE.H11MO.0.A	5.116103730741175e-4	5.116103730741175e-4	5.116103730741175e-4	5.116103730741175e-4	5.116103730741175e-4
NFAC1_MOUSE.H11MO.1.A	4.3073787912593025e-4	4.3073787912593025e-4	4.3073787912593025e-4	4.3073787912593025e-4	4.3073787912593025e-4
NFAC2_MOUSE.H11MO.0.C	2.559498877867558e-4	2.559498877867558e-4	2.559498877867558e-4	2.559498877867558e-4	2.559498877867558e-4
NFAC2_MOUSE.H11MO.1.C	4.299005718363849e-4	4.299005718363849e-4	4.299005718363849e-4	4.299005718363849e-4	4.299005718363849e-4
NFAC3_MOUSE.H11MO.0.B	2.288530475476097e-4	2.288530475476097e-4	2.288530475476097e-4	2.288530475476097e-4	2.288530475476097e-4
NFAC4_MOUSE.H11MO.0.C	3.0694141918122703e-4	3.0694141918122703e-4	3.0694141918122703e-4	3.0694141918122703e-4	3.0694141918122703e-4
NFAT5_MOUSE.H11MO.0.D	2.882200505540996e-4	2.882200505540996e-4	2.882200505540996e-4	2.882200505540996e-4	2.882200505540996e-4
NFE2_MOUSE.H11MO.0.A	1.2336739887690833e-3	1.2336739887690833e-3	1.2336739887690833e-3	1.2336739887690833e-3	1.2336739887690833e-3
NFIA_MOUSE.H11MO.0.C	4.551790574925519e-4	4.551790574925519e-4	4.551790574925519e-4	4.551790574925519e-4	4.551790574925519e-4
NFIA_MOUSE.H11MO.1.D	3.126184837286128e-4	3.126184837286128e-4	3.126184837286128e-4	3.126184837286128e-4	3.126184837286128e-4
NFIB_MOUSE.H11MO.0.C	5.212588480378822e-4	5.212588480378822e-4	5.212588480378822e-4	5.212588480378822e-4	5.212588480378822e-4
NFIC_MOUSE.H11MO.0.A	3.54652693386231e-4	3.54652693386231e-4	3.54652693386231e-4	3.54652693386231e-4	3.54652693386231e-4
NFIC_MOUSE.H11MO.1.A	7.310697618823095e-4	7.310697618823095e-4	7.310697618823095e-4	7.310697618823095e-4	7.310697618823095e-4
NFIL3_MOUSE.H11MO.0.C	1.7889383631277723e-4	1.7889383631277723e-4	1.7889383631277723e-4	1.7889383631277723e-4	1.7889383631277723e-4
NFKB1_MOUSE.H11MO.0.A	4.229717441970157e-4	4.229717441970157e-4	4.229717441970157e-4	4.229717441970157e-4	4.229717441970157e-4
NFKB2_MOUSE.H11MO.0.C	4.614647139247076e-4	4.614647139247076e-4	4.614647139247076e-4	4.614647139247076e-4	4.614647139247076e-4
NFYA_MOUSE.H11MO.0.A	2.485900759024984e-3	2.485900759024984e-3	2.485900759024984e-3	2.485900759024984e-3	2.485900759024984e-3
NFYB_MOUSE.H11MO.0.A	2.4198554402731698e-3	2.4198554402731698e-3	2.4198554402731698e-3	2.4198554402731698e-3	2.4198554402731698e-3
NFYC_MOUSE.H11MO.0.B	2.414298690574338e-3	2.414298690574338e-3	2.414298690574338e-3	2.414298690574338e-3	2.414298690574338e-3
NGN2_MOUSE.H11MO.0.C	5.475236239234347e-4	5.475236239234347e-4	5.475236239234347e-4	5.475236239234347e-4	5.475236239234347e-4
NKX21_MOUSE.H11MO.0.A	2.814442517327354e-4	2.814442517327354e-4	2.814442517327354e-4	2.814442517327354e-4	2.814442517327354e-4
NKX22_MOUSE.H11MO.0.A	4.090426917436748e-4	4.090426917436748e-4	4.090426917436748e-4	4.090426917436748e-4	4.090426917436748e-4
NKX25_MOUSE.H11MO.0.A	3.5006527359814885e-4	3.5006527359814885e-4	3.5006527359814885e-4	3.5006527359814885e-4	3.5006527359814885e-4
NKX28_MOUSE.H11MO.0.C	3.0506571951499346e-4	3.0506571951499346e-4	3.0506571951499346e-4	3.0506571951499346e-4	3.0506571951499346e-4
NKX31_MOUSE.H11MO.0.C	1.9722209895988902e-4	1.9722209895988902e-4	1.9722209895988902e-4	1.9722209895988902e-4	1.9722209895988902e-4
NKX32_MOUSE.H11MO.0.B	1.586876970814693e-4	1.586876970814693e-4	1.586876970814693e-4	1.586876970814693e-4	1.586876970814693e-4
NKX61_MOUSE.H11MO.0.A	3.996586586364969e-4	3.996586586364969e-4	3.996586586364969e-4	3.996586586364969e-4	3.996586586364969e-4
NKX61_MOUSE.H11MO.1.A	5.34857109867092e-4	5.34857109867092e-4	5.34857109867092e-4	5.34857109867092e-4	5.34857109867092e-4
NOBOX_MOUSE.H11MO.0.C	1.7790926709456887e-4	1.7790926709456887e-4	1.7790926709456887e-4	1.7790926709456887e-4	1.7790926709456887e-4
NR0B1_MOUSE.H11MO.0.D	5.647230863717672e-4	5.647230863717672e-4	5.647230863717672e-4	5.647230863717672e-4	5.647230863717672e-4
NR1D1_MOUSE.H11MO.0.A	1.0636652240857167e-3	1.0636652240857167e-3	1.0636652240857167e-3	1.0636652240857167e-3	1.0636652240857167e-3
NR1D1_MOUSE.H11MO.1.C	2.6787480271759485e-4	2.6787480271759485e-4	2.6787480271759485e-4	2.6787480271759485e-4	2.6787480271759485e-4
NR1D2_MOUSE.H11MO.0.A	1.3957584397625363e-3	1.3957584397625363e-3	1.3957584397625363e-3	1.3957584397625363e-3	1.3957584397625363e-3
NR1H2_MOUSE.H11MO.0.D	1.3921249498353945e-4	1.3921249498353945e-4	1.3921249498353945e-4	1.3921249498353945e-4	1.3921249498353945e-4
NR1H3_MOUSE.H11MO.0.A	9.604521187473349e-4	9.604521187473349e-4	9.604521187473349e-4	9.604521187473349e-4	9.604521187473349e-4
NR1H3_MOUSE.H11MO.1.A	6.826387294866837e-4	6.826387294866837e-4	6.826387294866837e-4	6.826387294866837e-4	6.826387294866837e-4
NR1H3_MOUSE.H11MO.2.A	5.787343173361882e-4	5.787343173361882e-4	5.787343173361882e-4	5.787343173361882e-4	5.787343173361882e-4
NR1H4_MOUSE.H11MO.0.A	1.1187154297540437e-3	1.1187154297540437e-3	1.1187154297540437e-3	1.1187154297540437e-3	1.1187154297540437e-3
NR1H4_MOUSE.H11MO.1.A	5.019621627688496e-4	5.019621627688496e-4	5.019621627688496e-4	5.019621627688496e-4	5.019621627688496e-4
NR1I2_MOUSE.H11MO.0.C	4.2743664435339167e-4	4.2743664435339167e-4	4.2743664435339167e-4	4.2743664435339167e-4	4.2743664435339167e-4
NR1I2_MOUSE.H11MO.1.D	2.91818583995792e-4	2.91818583995792e-4	2.91818583995792e-4	2.91818583995792e-4	2.91818583995792e-4
NR1I3_MOUSE.H11MO.0.C	4.590520185986882e-4	4.590520185986882e-4	4.590520185986882e-4	4.590520185986882e-4	4.590520185986882e-4
NR1I3_MOUSE.H11MO.1.D	2.2383858040105002e-4	2.2383858040105002e-4	2.2383858040105002e-4	2.2383858040105002e-4	2.2383858040105002e-4
NR2C1_MOUSE.H11MO.0.C	5.954018657784814e-4	5.954018657784814e-4	5.954018657784814e-4	5.954018657784814e-4	5.954018657784814e-4
NR2C2_MOUSE.H11MO.0.A	9.001297874262077e-4	9.001297874262077e-4	9.001297874262077e-4	9.001297874262077e-4	9.001297874262077e-4
NR2E3_MOUSE.H11MO.0.C	4.0547117562266964e-4	4.0547117562266964e-4	4.0547117562266964e-4	4.0547117562266964e-4	4.0547117562266964e-4
NR2F6_MOUSE.H11MO.0.D	7.461541676267522e-4	7.461541676267522e-4	7.461541676267522e-4	7.461541676267522e-4	7.461541676267522e-4
NR4A1_MOUSE.H11MO.0.B	3.366612422261697e-4	3.366612422261697e-4	3.366612422261697e-4	3.366612422261697e-4	3.366612422261697e-4
NR4A2_MOUSE.H11MO.0.C	5.422205425889267e-4	5.422205425889267e-4	5.422205425889267e-4	5.422205425889267e-4	5.422205425889267e-4
NR4A3_MOUSE.H11MO.0.D	4.990875070364476e-4	4.990875070364476e-4	4.990875070364476e-4	4.990875070364476e-4	4.990875070364476e-4
NR5A2_MOUSE.H11MO.0.A	4.2902535545311847e-4	4.2902535545311847e-4	4.2902535545311847e-4	4.2902535545311847e-4	4.2902535545311847e-4
NR6A1_MOUSE.H11MO.0.D	3.332548055400593e-4	3.332548055400593e-4	3.332548055400593e-4	3.332548055400593e-4	3.332548055400593e-4
NRF1_MOUSE.H11MO.0.A	4.96869655933958e-3	4.96869655933958e-3	4.96869655933958e-3	4.96869655933958e-3	4.96869655933958e-3
OLIG2_MOUSE.H11MO.0.A	8.557877985359509e-4	8.557877985359509e-4	8.557877985359509e-4	8.557877985359509e-4	8.557877985359509e-4
OLIG2_MOUSE.H11MO.1.A	7.16273193060703e-4	7.16273193060703e-4	7.16273193060703e-4	7.16273193060703e-4	7.16273193060703e-4
ONEC2_MOUSE.H11MO.0.D	7.143039380373505e-5	7.143039380373505e-5	7.143039380373505e-5	7.143039380373505e-5	7.143039380373505e-5
OTX1_MOUSE.H11MO.0.D	2.5142593914805956e-4	2.5142593914805956e-4	2.5142593914805956e-4	2.5142593914805956e-4	2.5142593914805956e-4
OTX2_MOUSE.H11MO.0.A	1.035829459258166e-4	1.035829459258166e-4	1.035829459258166e-4	1.035829459258166e-4	1.035829459258166e-4
OVOL1_MOUSE.H11MO.0.C	1.782135362560582e-4	1.782135362560582e-4	1.782135362560582e-4	1.782135362560582e-4	1.782135362560582e-4
OVOL2_MOUSE.H11MO.0.C	6.0156651607983857e-5	6.0156651607983857e-5	6.0156651607983857e-5	6.0156651607983857e-5	6.0156651607983857e-5
P53_MOUSE.H11MO.0.A	5.62724867796769e-4	5.62724867796769e-4	5.62724867796769e-4	5.62724867796769e-4	5.62724867796769e-4
P53_MOUSE.H11MO.1.A	5.161847585326593e-4	5.161847585326593e-4	5.161847585326593e-4	5.161847585326593e-4	5.161847585326593e-4
P63_MOUSE.H11MO.0.B	4.298262920888296e-4	4.298262920888296e-4	4.298262920888296e-4	4.298262920888296e-4	4.298262920888296e-4
P63_MOUSE.H11MO.1.B	6.002347293357325e-4	6.002347293357325e-4	6.002347293357325e-4	6.002347293357325e-4	6.002347293357325e-4
P73_MOUSE.H11MO.0.B	4.189760600705073e-4	4.189760600705073e-4	4.189760600705073e-4	4.189760600705073e-4	4.189760600705073e-4
P73_MOUSE.H11MO.1.B	4.998639077216599e-4	4.998639077216599e-4	4.998639077216599e-4	4.998639077216599e-4	4.998639077216599e-4
PAX2_MOUSE.H11MO.0.D	2.9153987236630067e-4	2.9153987236630067e-4	2.9153987236630067e-4	2.9153987236630067e-4	2.9153987236630067e-4
PAX3_MOUSE.H11MO.0.D	1.1574885025641386e-4	1.1574885025641386e-4	1.1574885025641386e-4	1.1574885025641386e-4	1.1574885025641386e-4
PAX5_MOUSE.H11MO.0.A	7.503667697133628e-4	7.503667697133628e-4	7.503667697133628e-4	7.503667697133628e-4	7.503667697133628e-4
PAX6_MOUSE.H11MO.0.C	3.1648745461681306e-4	3.1648745461681306e-4	3.1648745461681306e-4	3.1648745461681306e-4	3.1648745461681306e-4
PAX8_MOUSE.H11MO.0.D	3.5801969621683625e-4	3.5801969621683625e-4	3.5801969621683625e-4	3.5801969621683625e-4	3.5801969621683625e-4
PBX1_MOUSE.H11MO.0.A	7.866185407537814e-4	7.866185407537814e-4	7.866185407537814e-4	7.866185407537814e-4	7.866185407537814e-4
PBX1_MOUSE.H11MO.1.A	2.017924797296938e-3	2.017924797296938e-3	2.017924797296938e-3	2.017924797296938e-3	2.017924797296938e-3
PBX1_MOUSE.H11MO.2.C	2.0050582910517706e-4	2.0050582910517706e-4	2.0050582910517706e-4	2.0050582910517706e-4	2.0050582910517706e-4
PBX2_MOUSE.H11MO.0.C	1.9630296605464693e-4	1.9630296605464693e-4	1.9630296605464693e-4	1.9630296605464693e-4	1.9630296605464693e-4
PBX3_MOUSE.H11MO.0.A	1.610680681065393e-3	1.610680681065393e-3	1.610680681065393e-3	1.610680681065393e-3	1.610680681065393e-3
PDX1_MOUSE.H11MO.0.B	1.2216438672244944e-4	1.2216438672244944e-4	1.2216438672244944e-4	1.2216438672244944e-4	1.2216438672244944e-4
PEBB_MOUSE.H11MO.0.C	5.226194299958985e-4	5.226194299958985e-4	5.226194299958985e-4	5.226194299958985e-4	5.226194299958985e-4
PIT1_MOUSE.H11MO.0.C	3.814576827113911e-4	3.814576827113911e-4	3.814576827113911e-4	3.814576827113911e-4	3.814576827113911e-4
PITX1_MOUSE.H11MO.0.C	1.447242308377772e-4	1.447242308377772e-4	1.447242308377772e-4	1.447242308377772e-4	1.447242308377772e-4
PITX2_MOUSE.H11MO.0.D	1.9315764552370194e-4	1.9315764552370194e-4	1.9315764552370194e-4	1.9315764552370194e-4	1.9315764552370194e-4
PKNX1_MOUSE.H11MO.0.A	8.054167181946863e-4	8.054167181946863e-4	8.054167181946863e-4	8.054167181946863e-4	8.054167181946863e-4
PLAG1_MOUSE.H11MO.0.D	1.3473754733590497e-3	1.3473754733590497e-3	1.3473754733590497e-3	1.3473754733590497e-3	1.3473754733590497e-3
PO2F1_MOUSE.H11MO.0.C	2.226455790552167e-4	2.226455790552167e-4	2.226455790552167e-4	2.226455790552167e-4	2.226455790552167e-4
PO2F2_MOUSE.H11MO.0.B	3.914164317870125e-4	3.914164317870125e-4	3.914164317870125e-4	3.914164317870125e-4	3.914164317870125e-4
PO3F1_MOUSE.H11MO.0.C	5.031900815605885e-4	5.031900815605885e-4	5.031900815605885e-4	5.031900815605885e-4	5.031900815605885e-4
