	e7.5	e7.5	e7.5	e7.5	e7.5
PRDM5_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
PRDM5_MOUSE.H11MO.1.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
PRDM9_MOUSE.H11MO.0.C	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
PRGR_MOUSE.H11MO.0.A	2.622377622377603e-3	2.622377622377603e-3	2.622377622377603e-3	2.622377622377603e-3	2.622377622377603e-3
PRGR_MOUSE.H11MO.1.A	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4
PROP1_MOUSE.H11MO.0.C	5.65610859728507e-2	5.65610859728507e-2	5.65610859728507e-2	5.65610859728507e-2	5.65610859728507e-2
PRRX1_MOUSE.H11MO.0.D	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3
PRRX2_MOUSE.H11MO.0.C	5.707527766351306e-3	5.707527766351306e-3	5.707527766351306e-3	5.707527766351306e-3	5.707527766351306e-3
PTF1A_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
PTF1A_MOUSE.H11MO.1.A	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4
PURA_MOUSE.H11MO.0.D	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
RARA_MOUSE.H11MO.0.A	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
RARA_MOUSE.H11MO.1.A	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4
RARA_MOUSE.H11MO.2.A	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3
RARA_MOUSE.H11MO.3.A	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4
RARB_MOUSE.H11MO.0.D	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
RARG_MOUSE.H11MO.0.C	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4
RARG_MOUSE.H11MO.1.C	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4
REL_MOUSE.H11MO.0.A	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3
RELB_MOUSE.H11MO.0.C	2.519539284245198e-3	2.519539284245198e-3	2.519539284245198e-3	2.519539284245198e-3	2.519539284245198e-3
REST_MOUSE.H11MO.0.A	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
RFX1_MOUSE.H11MO.0.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
RFX1_MOUSE.H11MO.1.A	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3
RFX2_MOUSE.H11MO.0.A	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4
RFX2_MOUSE.H11MO.1.A	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
RFX3_MOUSE.H11MO.0.C	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4
RFX3_MOUSE.H11MO.1.C	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
RFX6_MOUSE.H11MO.0.C	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
RFX6_MOUSE.H11MO.1.C	6.170300287947628e-4	6.170300287947628e-4	6.170300287947628e-4	6.170300287947628e-4	6.170300287947628e-4
RORA_MOUSE.H11MO.0.C	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3
RORG_MOUSE.H11MO.0.B	8.741258741258306e-4	8.741258741258306e-4	8.741258741258306e-4	8.741258741258306e-4	8.741258741258306e-4
RREB1_MOUSE.H11MO.0.D	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
RUNX1_MOUSE.H11MO.0.A	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3
RUNX2_MOUSE.H11MO.0.A	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
RUNX3_MOUSE.H11MO.0.A	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3
RXRA_MOUSE.H11MO.0.A	9.769642122583466e-4	9.769642122583466e-4	9.769642122583466e-4	9.769642122583466e-4	9.769642122583466e-4
RXRA_MOUSE.H11MO.1.A	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
RXRA_MOUSE.H11MO.2.A	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
RXRB_MOUSE.H11MO.0.C	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
RXRG_MOUSE.H11MO.0.B	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3
RXRG_MOUSE.H11MO.1.B	2.46812011517894e-3	2.46812011517894e-3	2.46812011517894e-3	2.46812011517894e-3	2.46812011517894e-3
SALL1_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0
SALL4_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
SIX2_MOUSE.H11MO.0.A	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3
SIX4_MOUSE.H11MO.0.C	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
SMAD1_MOUSE.H11MO.0.D	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4
SMAD2_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
SMAD3_MOUSE.H11MO.0.B	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
SMAD4_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
SMCA5_MOUSE.H11MO.0.C	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3
SNAI1_MOUSE.H11MO.0.C	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4
SNAI2_MOUSE.H11MO.0.A	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3
SOX10_MOUSE.H11MO.0.B	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3
SOX10_MOUSE.H11MO.1.A	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3
SOX13_MOUSE.H11MO.0.D	9.152612093788592e-3	9.152612093788592e-3	9.152612093788592e-3	9.152612093788592e-3	9.152612093788592e-3
SOX15_MOUSE.H11MO.0.D	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3
SOX17_MOUSE.H11MO.0.D	2.056766762649098e-3	2.056766762649098e-3	2.056766762649098e-3	2.056766762649098e-3	2.056766762649098e-3
SOX18_MOUSE.H11MO.0.D	7.352941176470562e-3	7.352941176470562e-3	7.352941176470562e-3	7.352941176470562e-3	7.352941176470562e-3
SOX2_MOUSE.H11MO.0.A	7.044426162073236e-3	7.044426162073236e-3	7.044426162073236e-3	7.044426162073236e-3	7.044426162073236e-3
SOX2_MOUSE.H11MO.1.A	3.085150143973703e-3	3.085150143973703e-3	3.085150143973703e-3	3.085150143973703e-3	3.085150143973703e-3
SOX3_MOUSE.H11MO.0.C	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3
SOX4_MOUSE.H11MO.0.A	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
SOX5_MOUSE.H11MO.0.C	1.640271493212675e-2	1.640271493212675e-2	1.640271493212675e-2	1.640271493212675e-2	1.640271493212675e-2
SOX9_MOUSE.H11MO.0.A	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3
SOX9_MOUSE.H11MO.1.A	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3
SP1_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
SP1_MOUSE.H11MO.1.A	0.0	0.0	0.0	0.0	0.0
SP2_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
SP2_MOUSE.H11MO.1.C	0.0	0.0	0.0	0.0	0.0
SP3_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
SP4_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
SP4_MOUSE.H11MO.1.B	0.0	0.0	0.0	0.0	0.0
SP5_MOUSE.H11MO.0.C	0.0	0.0	0.0	0.0	0.0
SP5_MOUSE.H11MO.1.C	0.0	0.0	0.0	0.0	0.0
SP7_MOUSE.H11MO.0.A	1.393459481694781e-2	1.393459481694781e-2	1.393459481694781e-2	1.393459481694781e-2	1.393459481694781e-2
SPI1_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
SPIB_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
SPZ1_MOUSE.H11MO.0.D	4.47346770876178e-3	4.47346770876178e-3	4.47346770876178e-3	4.47346770876178e-3	4.47346770876178e-3
SRBP1_MOUSE.H11MO.0.B	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3
SRBP2_MOUSE.H11MO.0.B	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4
SRF_MOUSE.H11MO.0.A	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3
SRY_MOUSE.H11MO.0.B	5.707527766351306e-3	5.707527766351306e-3	5.707527766351306e-3	5.707527766351306e-3	5.707527766351306e-3
STA5A_MOUSE.H11MO.0.A	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3
STA5B_MOUSE.H11MO.0.A	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3
STAT1_MOUSE.H11MO.0.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
STAT1_MOUSE.H11MO.1.A	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4
STAT2_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
STAT3_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
STAT4_MOUSE.H11MO.0.A	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
STAT6_MOUSE.H11MO.0.A	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3
STF1_MOUSE.H11MO.0.B	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4
SUH_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
TAF1_MOUSE.H11MO.0.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
TAL1_MOUSE.H11MO.0.A	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3
TBP_MOUSE.H11MO.0.A	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3
TBX20_MOUSE.H11MO.0.C	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3
TBX21_MOUSE.H11MO.0.A	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
TBX2_MOUSE.H11MO.0.D	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3
TBX3_MOUSE.H11MO.0.B	6.94158782394072e-3	6.94158782394072e-3	6.94158782394072e-3	6.94158782394072e-3	6.94158782394072e-3
TBX5_MOUSE.H11MO.0.D	1.6968325791855143e-3	1.6968325791855143e-3	1.6968325791855143e-3	1.6968325791855143e-3	1.6968325791855143e-3
TCF7_MOUSE.H11MO.0.A	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4
TEAD1_MOUSE.H11MO.0.A	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3
TEAD2_MOUSE.H11MO.0.C	3.085150143973703e-3	3.085150143973703e-3	3.085150143973703e-3	3.085150143973703e-3	3.085150143973703e-3
TEAD3_MOUSE.H11MO.0.D	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3
TEAD4_MOUSE.H11MO.0.A	3.9592760180995334e-3	3.9592760180995334e-3	3.9592760180995334e-3	3.9592760180995334e-3	3.9592760180995334e-3
TEF_MOUSE.H11MO.0.D	7.095845331139494e-3	7.095845331139494e-3	7.095845331139494e-3	7.095845331139494e-3	7.095845331139494e-3
TF2L1_MOUSE.H11MO.0.C	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4
TF2L1_MOUSE.H11MO.1.C	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3
TF65_MOUSE.H11MO.0.A	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3	1.8510900863841773e-3
TF7L1_MOUSE.H11MO.0.A	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3
TF7L2_MOUSE.H11MO.0.A	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3
TFCP2_MOUSE.H11MO.0.D	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
TFDP1_MOUSE.H11MO.0.D	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
TFE2_MOUSE.H11MO.0.A	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4
TFE3_MOUSE.H11MO.0.A	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4
TFEB_MOUSE.H11MO.0.C	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3
TGIF1_MOUSE.H11MO.0.A	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
THA11_MOUSE.H11MO.0.B	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
THA_MOUSE.H11MO.0.C	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3
THA_MOUSE.H11MO.1.C	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3
THB_MOUSE.H11MO.0.D	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4
TLX1_MOUSE.H11MO.0.D	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3
TWST1_MOUSE.H11MO.0.B	5.913204442616227e-3	5.913204442616227e-3	5.913204442616227e-3	5.913204442616227e-3	5.913204442616227e-3
TWST1_MOUSE.H11MO.1.B	3.3936651583710287e-3	3.3936651583710287e-3	3.3936651583710287e-3	3.3936651583710287e-3	3.3936651583710287e-3
TYY1_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
UBIP1_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0
USF1_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
USF2_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
VDR_MOUSE.H11MO.0.A	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3
VDR_MOUSE.H11MO.1.A	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3
VSX2_MOUSE.H11MO.0.C	1.0849444672974107e-2	1.0849444672974107e-2	1.0849444672974107e-2	1.0849444672974107e-2	1.0849444672974107e-2
WT1_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
WT1_MOUSE.H11MO.1.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
XBP1_MOUSE.H11MO.0.C	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3
ZBT17_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
ZBT18_MOUSE.H11MO.0.D	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3
ZBT7A_MOUSE.H11MO.0.B	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3
ZBTB6_MOUSE.H11MO.0.D	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
ZEB1_MOUSE.H11MO.0.B	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3
ZEP1_MOUSE.H11MO.0.D	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3
ZEP2_MOUSE.H11MO.0.D	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3
ZFHX3_MOUSE.H11MO.0.D	7.954545454545459e-2	7.954545454545459e-2	7.954545454545459e-2	7.954545454545459e-2	7.954545454545459e-2
ZFP42_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
ZFP57_MOUSE.H11MO.0.B	4.781982723159217e-3	4.781982723159217e-3	4.781982723159217e-3	4.781982723159217e-3	4.781982723159217e-3
ZFX_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
ZFX_MOUSE.H11MO.1.B	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
ZIC1_MOUSE.H11MO.0.B	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3
ZIC2_MOUSE.H11MO.0.C	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
ZIC3_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
ZKSC1_MOUSE.H11MO.0.A	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3
ZN143_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
ZN148_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0
ZN281_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
ZN322_MOUSE.H11MO.0.B	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
ZN335_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
ZN335_MOUSE.H11MO.1.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
ZN423_MOUSE.H11MO.0.D	7.62032085561497e-2	7.62032085561497e-2	7.62032085561497e-2	7.62032085561497e-2	7.62032085561497e-2
ZN431_MOUSE.H11MO.0.C	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3	1.7996709173180303e-3
