	e8.5	e8.5	e8.5	e8.5	e8.5	e8.5
OVOL1_MOUSE.H11MO.0.C	6.479572516514542e-3	6.479572516514542e-3	6.479572516514542e-3	6.479572516514542e-3	6.479572516514542e-3	6.479572516514542e-3
OVOL2_MOUSE.H11MO.0.C	1.830268860184292e-2	1.830268860184292e-2	1.830268860184292e-2	1.830268860184292e-2	1.830268860184292e-2	1.830268860184292e-2
P53_MOUSE.H11MO.0.A	6.31127193167047e-4	6.31127193167047e-4	6.31127193167047e-4	6.31127193167047e-4	6.31127193167047e-4	6.31127193167047e-4
P53_MOUSE.H11MO.1.A	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
P63_MOUSE.H11MO.0.B	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
P63_MOUSE.H11MO.1.B	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
P73_MOUSE.H11MO.0.B	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
P73_MOUSE.H11MO.1.B	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
PAX2_MOUSE.H11MO.0.D	4.7124163756468995e-3	4.7124163756468995e-3	4.7124163756468995e-3	4.7124163756468995e-3	4.7124163756468995e-3	4.7124163756468995e-3
PAX3_MOUSE.H11MO.0.D	1.3211595910295748e-2	1.3211595910295748e-2	1.3211595910295748e-2	1.3211595910295748e-2	1.3211595910295748e-2	1.3211595910295748e-2
PAX5_MOUSE.H11MO.0.A	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4
PAX6_MOUSE.H11MO.0.C	3.74468801279082e-3	3.74468801279082e-3	3.74468801279082e-3	3.74468801279082e-3	3.74468801279082e-3	3.74468801279082e-3
PAX8_MOUSE.H11MO.0.D	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3
PBX1_MOUSE.H11MO.0.A	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
PBX1_MOUSE.H11MO.1.A	0.0	0.0	0.0	0.0	0.0	0.0
PBX1_MOUSE.H11MO.2.C	6.942399124836962e-3	6.942399124836962e-3	6.942399124836962e-3	6.942399124836962e-3	6.942399124836962e-3	6.942399124836962e-3
PBX2_MOUSE.H11MO.0.C	5.848445323347495e-3	5.848445323347495e-3	5.848445323347495e-3	5.848445323347495e-3	5.848445323347495e-3	5.848445323347495e-3
PBX3_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
PDX1_MOUSE.H11MO.0.B	5.848445323347495e-3	5.848445323347495e-3	5.848445323347495e-3	5.848445323347495e-3	5.848445323347495e-3	5.848445323347495e-3
PEBB_MOUSE.H11MO.0.C	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3
PIT1_MOUSE.H11MO.0.C	6.521647662725671e-3	6.521647662725671e-3	6.521647662725671e-3	6.521647662725671e-3	6.521647662725671e-3	6.521647662725671e-3
PITX1_MOUSE.H11MO.0.C	2.482433626456837e-3	2.482433626456837e-3	2.482433626456837e-3	2.482433626456837e-3	2.482433626456837e-3	2.482433626456837e-3
PITX2_MOUSE.H11MO.0.D	7.615601464215138e-3	7.615601464215138e-3	7.615601464215138e-3	7.615601464215138e-3	7.615601464215138e-3	7.615601464215138e-3
PKNX1_MOUSE.H11MO.0.A	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4
PLAG1_MOUSE.H11MO.0.D	1.262254386333872e-4	1.262254386333872e-4	1.262254386333872e-4	1.262254386333872e-4	1.262254386333872e-4	1.262254386333872e-4
PO2F1_MOUSE.H11MO.0.C	4.7124163756468995e-3	4.7124163756468995e-3	4.7124163756468995e-3	4.7124163756468995e-3	4.7124163756468995e-3	4.7124163756468995e-3
PO2F2_MOUSE.H11MO.0.B	2.440358480245708e-3	2.440358480245708e-3	2.440358480245708e-3	2.440358480245708e-3	2.440358480245708e-3	2.440358480245708e-3
PO3F1_MOUSE.H11MO.0.C	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3
PO3F2_MOUSE.H11MO.0.A	6.732023393781317e-3	6.732023393781317e-3	6.732023393781317e-3	6.732023393781317e-3	6.732023393781317e-3	6.732023393781317e-3
PO3F2_MOUSE.H11MO.1.A	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3
PO4F2_MOUSE.H11MO.0.D	7.068624563470349e-3	7.068624563470349e-3	7.068624563470349e-3	7.068624563470349e-3	7.068624563470349e-3	7.068624563470349e-3
PO5F1_MOUSE.H11MO.0.A	4.502040644591254e-3	4.502040644591254e-3	4.502040644591254e-3	4.502040644591254e-3	4.502040644591254e-3	4.502040644591254e-3
PO5F1_MOUSE.H11MO.1.A	1.851306433289901e-3	1.851306433289901e-3	1.851306433289901e-3	1.851306433289901e-3	1.851306433289901e-3	1.851306433289901e-3
PO6F1_MOUSE.H11MO.0.D	0.34110321033365587	0.34110321033365587	0.34110321033365587	0.34110321033365587	0.34110321033365587	0.34110321033365587
PPARA_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
PPARA_MOUSE.H11MO.1.A	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4
PPARD_MOUSE.H11MO.0.D	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
PPARG_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
PPARG_MOUSE.H11MO.1.A	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
PRD14_MOUSE.H11MO.0.A	2.3562081878234498e-3	2.3562081878234498e-3	2.3562081878234498e-3	2.3562081878234498e-3	2.3562081878234498e-3	2.3562081878234498e-3
PRD16_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
PRDM1_MOUSE.H11MO.0.A	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4
PRDM5_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
PRDM5_MOUSE.H11MO.1.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
PRDM9_MOUSE.H11MO.0.C	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4
PRGR_MOUSE.H11MO.0.A	1.5567804098118865e-3	1.5567804098118865e-3	1.5567804098118865e-3	1.5567804098118865e-3	1.5567804098118865e-3	1.5567804098118865e-3
PRGR_MOUSE.H11MO.1.A	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
PROP1_MOUSE.H11MO.0.C	9.38275760508267e-3	9.38275760508267e-3	9.38275760508267e-3	9.38275760508267e-3	9.38275760508267e-3	9.38275760508267e-3
PRRX1_MOUSE.H11MO.0.D	3.997138890057594e-3	3.997138890057594e-3	3.997138890057594e-3	3.997138890057594e-3	3.997138890057594e-3	3.997138890057594e-3
PRRX2_MOUSE.H11MO.0.C	7.531451171792769e-3	7.531451171792769e-3	7.531451171792769e-3	7.531451171792769e-3	7.531451171792769e-3	7.531451171792769e-3
PTF1A_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
PTF1A_MOUSE.H11MO.1.A	1.262254386333872e-4	1.262254386333872e-4	1.262254386333872e-4	1.262254386333872e-4	1.262254386333872e-4	1.262254386333872e-4
PURA_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0	0.0
RARA_MOUSE.H11MO.0.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
RARA_MOUSE.H11MO.1.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
RARA_MOUSE.H11MO.2.A	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
RARA_MOUSE.H11MO.3.A	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
RARB_MOUSE.H11MO.0.D	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
RARG_MOUSE.H11MO.0.C	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
RARG_MOUSE.H11MO.1.C	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4
REL_MOUSE.H11MO.0.A	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
RELB_MOUSE.H11MO.0.C	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3
REST_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
RFX1_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
RFX1_MOUSE.H11MO.1.A	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
RFX2_MOUSE.H11MO.0.A	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
RFX2_MOUSE.H11MO.1.A	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3
RFX3_MOUSE.H11MO.0.C	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
RFX3_MOUSE.H11MO.1.C	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
RFX6_MOUSE.H11MO.0.C	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
RFX6_MOUSE.H11MO.1.C	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
RORA_MOUSE.H11MO.0.C	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
RORG_MOUSE.H11MO.0.B	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
RREB1_MOUSE.H11MO.0.D	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
RUNX1_MOUSE.H11MO.0.A	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3
RUNX2_MOUSE.H11MO.0.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
RUNX3_MOUSE.H11MO.0.A	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
RXRA_MOUSE.H11MO.0.A	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
RXRA_MOUSE.H11MO.1.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
RXRA_MOUSE.H11MO.2.A	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3
RXRB_MOUSE.H11MO.0.C	6.732023393781761e-4	6.732023393781761e-4	6.732023393781761e-4	6.732023393781761e-4	6.732023393781761e-4	6.732023393781761e-4
RXRG_MOUSE.H11MO.0.B	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4
RXRG_MOUSE.H11MO.1.B	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3
SALL1_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0	0.0
SALL4_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
SIX2_MOUSE.H11MO.0.A	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3
SIX4_MOUSE.H11MO.0.C	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
SMAD1_MOUSE.H11MO.0.D	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
SMAD2_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
SMAD3_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
SMAD4_MOUSE.H11MO.0.A	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
SMCA5_MOUSE.H11MO.0.C	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3
SNAI1_MOUSE.H11MO.0.C	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
SNAI2_MOUSE.H11MO.0.A	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4
SOX10_MOUSE.H11MO.0.B	3.239786258257271e-3	3.239786258257271e-3	3.239786258257271e-3	3.239786258257271e-3	3.239786258257271e-3	3.239786258257271e-3
SOX10_MOUSE.H11MO.1.A	7.152774855893052e-4	7.152774855893052e-4	7.152774855893052e-4	7.152774855893052e-4	7.152774855893052e-4	7.152774855893052e-4
SOX13_MOUSE.H11MO.0.D	4.628266083224641e-3	4.628266083224641e-3	4.628266083224641e-3	4.628266083224641e-3	4.628266083224641e-3	4.628266083224641e-3
SOX15_MOUSE.H11MO.0.D	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3
SOX17_MOUSE.H11MO.0.D	1.3884798249673702e-3	1.3884798249673702e-3	1.3884798249673702e-3	1.3884798249673702e-3	1.3884798249673702e-3	1.3884798249673702e-3
SOX18_MOUSE.H11MO.0.D	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3
SOX2_MOUSE.H11MO.0.A	3.828838305213078e-3	3.828838305213078e-3	3.828838305213078e-3	3.828838305213078e-3	3.828838305213078e-3	3.828838305213078e-3
SOX2_MOUSE.H11MO.1.A	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3
SOX3_MOUSE.H11MO.0.C	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
SOX4_MOUSE.H11MO.0.A	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4
SOX5_MOUSE.H11MO.0.C	6.5637228089368005e-3	6.5637228089368005e-3	6.5637228089368005e-3	6.5637228089368005e-3	6.5637228089368005e-3	6.5637228089368005e-3
SOX9_MOUSE.H11MO.0.A	2.1458324567678044e-3	2.1458324567678044e-3	2.1458324567678044e-3	2.1458324567678044e-3	2.1458324567678044e-3	2.1458324567678044e-3
SOX9_MOUSE.H11MO.1.A	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4
SP1_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
SP1_MOUSE.H11MO.1.A	0.0	0.0	0.0	0.0	0.0	0.0
SP2_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
SP2_MOUSE.H11MO.1.C	0.0	0.0	0.0	0.0	0.0	0.0
SP3_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
SP4_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
SP4_MOUSE.H11MO.1.B	0.0	0.0	0.0	0.0	0.0	0.0
SP5_MOUSE.H11MO.0.C	0.0	0.0	0.0	0.0	0.0	0.0
SP5_MOUSE.H11MO.1.C	0.0	0.0	0.0	0.0	0.0	0.0
SP7_MOUSE.H11MO.0.A	7.110699709681478e-3	7.110699709681478e-3	7.110699709681478e-3	7.110699709681478e-3	7.110699709681478e-3	7.110699709681478e-3
SPI1_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
SPIB_MOUSE.H11MO.0.A	8.415029242225813e-5	8.415029242225813e-5	8.415029242225813e-5	8.415029242225813e-5	8.415029242225813e-5	8.415029242225813e-5
SPZ1_MOUSE.H11MO.0.D	3.786763159001949e-3	3.786763159001949e-3	3.786763159001949e-3	3.786763159001949e-3	3.786763159001949e-3	3.786763159001949e-3
SRBP1_MOUSE.H11MO.0.B	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
SRBP2_MOUSE.H11MO.0.B	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
SRF_MOUSE.H11MO.0.A	1.1360289477005958e-3	1.1360289477005958e-3	1.1360289477005958e-3	1.1360289477005958e-3	1.1360289477005958e-3	1.1360289477005958e-3
SRY_MOUSE.H11MO.0.B	3.6184625741574328e-3	3.6184625741574328e-3	3.6184625741574328e-3	3.6184625741574328e-3	3.6184625741574328e-3	3.6184625741574328e-3
STA5A_MOUSE.H11MO.0.A	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4
STA5B_MOUSE.H11MO.0.A	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
STAT1_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
STAT1_MOUSE.H11MO.1.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
STAT2_MOUSE.H11MO.0.A	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
STAT3_MOUSE.H11MO.0.A	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4
STAT4_MOUSE.H11MO.0.A	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4
STAT6_MOUSE.H11MO.0.A	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3
STF1_MOUSE.H11MO.0.B	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
SUH_MOUSE.H11MO.0.A	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
TAF1_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
TAL1_MOUSE.H11MO.0.A	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
TBP_MOUSE.H11MO.0.A	3.4922371355240456e-3	3.4922371355240456e-3	3.4922371355240456e-3	3.4922371355240456e-3	3.4922371355240456e-3	3.4922371355240456e-3
TBX20_MOUSE.H11MO.0.C	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4
TBX21_MOUSE.H11MO.0.A	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
TBX2_MOUSE.H11MO.0.D	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3
TBX3_MOUSE.H11MO.0.B	5.175242983969319e-3	5.175242983969319e-3	5.175242983969319e-3	5.175242983969319e-3	5.175242983969319e-3	5.175242983969319e-3
TBX5_MOUSE.H11MO.0.D	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
TCF7_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
TEAD1_MOUSE.H11MO.0.A	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
TEAD2_MOUSE.H11MO.0.C	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4
TEAD3_MOUSE.H11MO.0.D	2.440358480245708e-3	2.440358480245708e-3	2.440358480245708e-3	2.440358480245708e-3	2.440358480245708e-3	2.440358480245708e-3
TEAD4_MOUSE.H11MO.0.A	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
TEF_MOUSE.H11MO.0.D	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3
TF2L1_MOUSE.H11MO.0.C	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
TF2L1_MOUSE.H11MO.1.C	9.677283628560795e-4	9.677283628560795e-4	9.677283628560795e-4	9.677283628560795e-4	9.677283628560795e-4	9.677283628560795e-4
TF65_MOUSE.H11MO.0.A	1.262254386333983e-3	1.262254386333983e-3	1.262254386333983e-3	1.262254386333983e-3	1.262254386333983e-3	1.262254386333983e-3
TF7L1_MOUSE.H11MO.0.A	1.809231287078772e-3	1.809231287078772e-3	1.809231287078772e-3	1.809231287078772e-3	1.809231287078772e-3	1.809231287078772e-3
TF7L2_MOUSE.H11MO.0.A	1.5147052636007574e-3	1.5147052636007574e-3	1.5147052636007574e-3	1.5147052636007574e-3	1.5147052636007574e-3	1.5147052636007574e-3
TFCP2_MOUSE.H11MO.0.D	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
TFDP1_MOUSE.H11MO.0.D	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
TFE2_MOUSE.H11MO.0.A	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4
TFE3_MOUSE.H11MO.0.A	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4
TFEB_MOUSE.H11MO.0.C	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3
TGIF1_MOUSE.H11MO.0.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
THA11_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
THA_MOUSE.H11MO.0.C	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4
THA_MOUSE.H11MO.1.C	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
THB_MOUSE.H11MO.0.D	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
TLX1_MOUSE.H11MO.0.D	4.291664913535609e-3	4.291664913535609e-3	4.291664913535609e-3	4.291664913535609e-3	4.291664913535609e-3	4.291664913535609e-3
TWST1_MOUSE.H11MO.0.B	2.0616821643455463e-3	2.0616821643455463e-3	2.0616821643455463e-3	2.0616821643455463e-3	2.0616821643455463e-3	2.0616821643455463e-3
