	e9.5	e9.5	e9.5	e9.5	e9.5
HXA13_MOUSE.H11MO.0.C	4.987897014596898e-3	4.987897014596898e-3	4.987897014596898e-3	4.987897014596898e-3	4.987897014596898e-3
HXA1_MOUSE.H11MO.0.C	3.0074084940951984e-3	3.0074084940951984e-3	3.0074084940951984e-3	3.0074084940951984e-3	3.0074084940951984e-3
HXA5_MOUSE.H11MO.0.D	1.5477151030587555e-2	1.5477151030587555e-2	1.5477151030587555e-2	1.5477151030587555e-2	1.5477151030587555e-2
HXA7_MOUSE.H11MO.0.D	7.885278368664261e-3	7.885278368664261e-3	7.885278368664261e-3	7.885278368664261e-3	7.885278368664261e-3
HXA9_MOUSE.H11MO.0.B	6.491601261644497e-3	6.491601261644497e-3	6.491601261644497e-3	6.491601261644497e-3	6.491601261644497e-3
HXB1_MOUSE.H11MO.0.D	6.93170982175606e-3	6.93170982175606e-3	6.93170982175606e-3	6.93170982175606e-3	6.93170982175606e-3
HXB4_MOUSE.H11MO.0.A	5.648059854764131e-3	5.648059854764131e-3	5.648059854764131e-3	5.648059854764131e-3	5.648059854764131e-3
HXB6_MOUSE.H11MO.0.D	6.821682681728114e-3	6.821682681728114e-3	6.821682681728114e-3	6.821682681728114e-3	6.821682681728114e-3
HXB7_MOUSE.H11MO.0.C	1.0452578302648008e-2	1.0452578302648008e-2	1.0452578302648008e-2	1.0452578302648008e-2	1.0452578302648008e-2
HXB8_MOUSE.H11MO.0.C	2.4059267952761698e-2	2.4059267952761698e-2	2.4059267952761698e-2	2.4059267952761698e-2	2.4059267952761698e-2
HXC6_MOUSE.H11MO.0.D	2.2628915132399285e-2	2.2628915132399285e-2	2.2628915132399285e-2	2.2628915132399285e-2	2.2628915132399285e-2
HXC8_MOUSE.H11MO.0.D	7.5918726619232935e-3	7.5918726619232935e-3	7.5918726619232935e-3	7.5918726619232935e-3	7.5918726619232935e-3
HXD10_MOUSE.H11MO.0.D	4.21770703440183e-3	4.21770703440183e-3	4.21770703440183e-3	4.21770703440183e-3	4.21770703440183e-3
HXD13_MOUSE.H11MO.0.D	5.978141274847748e-3	5.978141274847748e-3	5.978141274847748e-3	5.978141274847748e-3	5.978141274847748e-3
HXD4_MOUSE.H11MO.0.D	5.868114134819913e-3	5.868114134819913e-3	5.868114134819913e-3	5.868114134819913e-3	5.868114134819913e-3
HXD9_MOUSE.H11MO.0.D	4.327734174429665e-3	4.327734174429665e-3	4.327734174429665e-3	4.327734174429665e-3	4.327734174429665e-3
IKZF1_MOUSE.H11MO.0.C	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4
INSM1_MOUSE.H11MO.0.C	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3
IRF1_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
IRF2_MOUSE.H11MO.0.B	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
IRF3_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
IRF4_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
IRF5_MOUSE.H11MO.0.D	6.564952688329795e-3	6.564952688329795e-3	6.564952688329795e-3	6.564952688329795e-3	6.564952688329795e-3
IRF7_MOUSE.H11MO.0.C	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3
IRF8_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
IRF9_MOUSE.H11MO.0.C	2.6919973593486413e-2	2.6919973593486413e-2	2.6919973593486413e-2	2.6919973593486413e-2	2.6919973593486413e-2
ISL1_MOUSE.H11MO.0.A	4.841194161226414e-3	4.841194161226414e-3	4.841194161226414e-3	4.841194161226414e-3	4.841194161226414e-3
ITF2_MOUSE.H11MO.0.B	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
JUN_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
JUNB_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
JUND_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
KAISO_MOUSE.H11MO.0.B	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4
KAISO_MOUSE.H11MO.1.B	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
KAISO_MOUSE.H11MO.2.B	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
KLF15_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF1_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF3_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF4_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF5_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF6_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
KLF8_MOUSE.H11MO.0.C	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
LEF1_MOUSE.H11MO.0.B	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
LHX2_MOUSE.H11MO.0.A	5.097924154624844e-3	5.097924154624844e-3	5.097924154624844e-3	5.097924154624844e-3	5.097924154624844e-3
LHX3_MOUSE.H11MO.0.C	7.628548375265942e-3	7.628548375265942e-3	7.628548375265942e-3	7.628548375265942e-3	7.628548375265942e-3
LHX6_MOUSE.H11MO.0.C	1.5037042470475992e-3	1.5037042470475992e-3	1.5037042470475992e-3	1.5037042470475992e-3	1.5037042470475992e-3
LYL1_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
MAF_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
MAF_MOUSE.H11MO.1.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
MAFA_MOUSE.H11MO.0.D	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
MAFB_MOUSE.H11MO.0.B	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
MAFF_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
MAFF_MOUSE.H11MO.1.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
MAFG_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
MAFG_MOUSE.H11MO.1.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
MAFK_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
MAFK_MOUSE.H11MO.1.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
MAX_MOUSE.H11MO.0.A	1.1736228269639826e-3	1.1736228269639826e-3	1.1736228269639826e-3	1.1736228269639826e-3	1.1736228269639826e-3
MAZ_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
MAZ_MOUSE.H11MO.1.A	0.0	0.0	0.0	0.0	0.0
MBD2_MOUSE.H11MO.0.B	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
MCR_MOUSE.H11MO.0.D	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
MECP2_MOUSE.H11MO.0.C	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
MEF2A_MOUSE.H11MO.0.A	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3
MEF2C_MOUSE.H11MO.0.A	3.0074084940951984e-3	3.0074084940951984e-3	3.0074084940951984e-3	3.0074084940951984e-3	3.0074084940951984e-3
MEF2D_MOUSE.H11MO.0.A	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3
MEIS1_MOUSE.H11MO.0.A	7.555196948580645e-3	7.555196948580645e-3	7.555196948580645e-3	7.555196948580645e-3	7.555196948580645e-3
MEIS1_MOUSE.H11MO.1.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
MEIS2_MOUSE.H11MO.0.B	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
MITF_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
MLXPL_MOUSE.H11MO.0.D	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3
MSGN1_MOUSE.H11MO.0.C	1.4670285337049505e-3	1.4670285337049505e-3	1.4670285337049505e-3	1.4670285337049505e-3	1.4670285337049505e-3
MSX2_MOUSE.H11MO.0.D	7.078412675126544e-3	7.078412675126544e-3	7.078412675126544e-3	7.078412675126544e-3	7.078412675126544e-3
MSX3_MOUSE.H11MO.0.D	1.2213012543093926e-2	1.2213012543093926e-2	1.2213012543093926e-2	1.2213012543093926e-2	1.2213012543093926e-2
MTF1_MOUSE.H11MO.0.C	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4
MXI1_MOUSE.H11MO.0.A	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
MXI1_MOUSE.H11MO.1.A	3.630895620919783e-3	3.630895620919783e-3	3.630895620919783e-3	3.630895620919783e-3	3.630895620919783e-3
MYB_MOUSE.H11MO.0.A	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3
MYBA_MOUSE.H11MO.0.C	2.347245653927965e-3	2.347245653927965e-3	2.347245653927965e-3	2.347245653927965e-3	2.347245653927965e-3
MYBB_MOUSE.H11MO.0.D	4.144355607716532e-3	4.144355607716532e-3	4.144355607716532e-3	4.144355607716532e-3	4.144355607716532e-3
MYC_MOUSE.H11MO.0.A	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3
MYCN_MOUSE.H11MO.0.A	1.1369471136213338e-3	1.1369471136213338e-3	1.1369471136213338e-3	1.1369471136213338e-3	1.1369471136213338e-3
MYF5_MOUSE.H11MO.0.D	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
MYF6_MOUSE.H11MO.0.C	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
MYOD1_MOUSE.H11MO.0.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
MYOD1_MOUSE.H11MO.1.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
MYOG_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
NANOG_MOUSE.H11MO.0.A	1.540379960390248e-3	1.540379960390248e-3	1.540379960390248e-3	1.540379960390248e-3	1.540379960390248e-3
NANOG_MOUSE.H11MO.1.A	2.7140027873542305e-3	2.7140027873542305e-3	2.7140027873542305e-3	2.7140027873542305e-3	2.7140027873542305e-3
NDF1_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
NDF2_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
NF2L1_MOUSE.H11MO.0.C	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4
NF2L2_MOUSE.H11MO.0.A	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
NFAC1_MOUSE.H11MO.0.A	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4
NFAC1_MOUSE.H11MO.1.A	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
NFAC2_MOUSE.H11MO.0.C	2.787354214039417e-3	2.787354214039417e-3	2.787354214039417e-3	2.787354214039417e-3	2.787354214039417e-3
NFAC2_MOUSE.H11MO.1.C	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4
NFAC3_MOUSE.H11MO.0.B	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3
NFAC4_MOUSE.H11MO.0.C	2.787354214039417e-3	2.787354214039417e-3	2.787354214039417e-3	2.787354214039417e-3	2.787354214039417e-3
NFAT5_MOUSE.H11MO.0.D	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3
NFE2_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
NFIA_MOUSE.H11MO.0.C	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4
NFIA_MOUSE.H11MO.1.D	1.3203256803344665e-3	1.3203256803344665e-3	1.3203256803344665e-3	1.3203256803344665e-3	1.3203256803344665e-3
NFIB_MOUSE.H11MO.0.C	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
NFIC_MOUSE.H11MO.0.A	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4
NFIC_MOUSE.H11MO.1.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
NFIL3_MOUSE.H11MO.0.C	5.538032714736296e-3	5.538032714736296e-3	5.538032714736296e-3	5.538032714736296e-3	5.538032714736296e-3
NFKB1_MOUSE.H11MO.0.A	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3	1.2836499669918178e-3
NFKB2_MOUSE.H11MO.0.C	1.1369471136213338e-3	1.1369471136213338e-3	1.1369471136213338e-3	1.1369471136213338e-3	1.1369471136213338e-3
NFYA_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
NFYB_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
NFYC_MOUSE.H11MO.0.B	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
NGN2_MOUSE.H11MO.0.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
NKX21_MOUSE.H11MO.0.A	2.0538399471869973e-3	2.0538399471869973e-3	2.0538399471869973e-3	2.0538399471869973e-3	2.0538399471869973e-3
NKX22_MOUSE.H11MO.0.A	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4
NKX25_MOUSE.H11MO.0.A	1.4670285337049505e-3	1.4670285337049505e-3	1.4670285337049505e-3	1.4670285337049505e-3	1.4670285337049505e-3
NKX28_MOUSE.H11MO.0.C	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4
NKX31_MOUSE.H11MO.0.C	3.7042470476050804e-3	3.7042470476050804e-3	3.7042470476050804e-3	3.7042470476050804e-3	3.7042470476050804e-3
NKX32_MOUSE.H11MO.0.B	4.987897014596898e-3	4.987897014596898e-3	4.987897014596898e-3	4.987897014596898e-3	4.987897014596898e-3
NKX61_MOUSE.H11MO.0.A	3.8509499009755643e-3	3.8509499009755643e-3	3.8509499009755643e-3	3.8509499009755643e-3	3.8509499009755643e-3
NKX61_MOUSE.H11MO.1.A	8.472089782146308e-3	8.472089782146308e-3	8.472089782146308e-3	8.472089782146308e-3	8.472089782146308e-3
NOBOX_MOUSE.H11MO.0.C	4.6578155945132815e-3	4.6578155945132815e-3	4.6578155945132815e-3	4.6578155945132815e-3	4.6578155945132815e-3
NR0B1_MOUSE.H11MO.0.D	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4
NR1D1_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
NR1D1_MOUSE.H11MO.1.C	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
NR1D2_MOUSE.H11MO.0.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
NR1H2_MOUSE.H11MO.0.D	5.244627007995328e-3	5.244627007995328e-3	5.244627007995328e-3	5.244627007995328e-3	5.244627007995328e-3
NR1H3_MOUSE.H11MO.0.A	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4
NR1H3_MOUSE.H11MO.1.A	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
NR1H3_MOUSE.H11MO.2.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
NR1H4_MOUSE.H11MO.0.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
NR1H4_MOUSE.H11MO.1.A	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4
NR1I2_MOUSE.H11MO.0.C	1.3570013936771153e-3	1.3570013936771153e-3	1.3570013936771153e-3	1.3570013936771153e-3	1.3570013936771153e-3
NR1I2_MOUSE.H11MO.1.D	2.347245653927965e-3	2.347245653927965e-3	2.347245653927965e-3	2.347245653927965e-3	2.347245653927965e-3
NR1I3_MOUSE.H11MO.0.C	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4
NR1I3_MOUSE.H11MO.1.D	3.740922760947729e-3	3.740922760947729e-3	3.740922760947729e-3	3.740922760947729e-3	3.740922760947729e-3
NR2C1_MOUSE.H11MO.0.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
NR2C2_MOUSE.H11MO.0.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
NR2E3_MOUSE.H11MO.0.C	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
NR2F6_MOUSE.H11MO.0.D	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
NR4A1_MOUSE.H11MO.0.B	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3
NR4A2_MOUSE.H11MO.0.C	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
NR4A3_MOUSE.H11MO.0.D	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4
NR5A2_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
NR6A1_MOUSE.H11MO.0.D	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
NRF1_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
OLIG2_MOUSE.H11MO.0.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
OLIG2_MOUSE.H11MO.1.A	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4
ONEC2_MOUSE.H11MO.0.D	4.657815594513315e-2	4.657815594513315e-2	4.657815594513315e-2	4.657815594513315e-2	4.657815594513315e-2
OTX1_MOUSE.H11MO.0.D	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3	1.100271400278685e-3
OTX2_MOUSE.H11MO.0.A	3.5575441942345964e-3	3.5575441942345964e-3	3.5575441942345964e-3	3.5575441942345964e-3	3.5575441942345964e-3
OVOL1_MOUSE.H11MO.0.C	4.437761314457611e-3	4.437761314457611e-3	4.437761314457611e-3	4.437761314457611e-3	4.437761314457611e-3
OVOL2_MOUSE.H11MO.0.C	2.5489620773124e-2	2.5489620773124e-2	2.5489620773124e-2	2.5489620773124e-2	2.5489620773124e-2
P53_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
P53_MOUSE.H11MO.1.A	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4
P63_MOUSE.H11MO.0.B	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
P63_MOUSE.H11MO.1.B	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
P73_MOUSE.H11MO.0.B	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
P73_MOUSE.H11MO.1.B	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
PAX2_MOUSE.H11MO.0.D	4.767842734541228e-3	4.767842734541228e-3	4.767842734541228e-3	4.767842734541228e-3	4.767842734541228e-3
PAX3_MOUSE.H11MO.0.D	5.758086994792078e-3	5.758086994792078e-3	5.758086994792078e-3	5.758086994792078e-3	5.758086994792078e-3
PAX5_MOUSE.H11MO.0.A	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4
PAX6_MOUSE.H11MO.0.C	3.22746277415098e-3	3.22746277415098e-3	3.22746277415098e-3	3.22746277415098e-3	3.22746277415098e-3
PAX8_MOUSE.H11MO.0.D	3.484192767549299e-3	3.484192767549299e-3	3.484192767549299e-3	3.484192767549299e-3	3.484192767549299e-3
PBX1_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
PBX1_MOUSE.H11MO.1.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
PBX1_MOUSE.H11MO.2.C	5.024572727939547e-3	5.024572727939547e-3	5.024572727939547e-3	5.024572727939547e-3	5.024572727939547e-3
PBX2_MOUSE.H11MO.0.C	4.877869874569063e-3	4.877869874569063e-3	4.877869874569063e-3	4.877869874569063e-3	4.877869874569063e-3
PBX3_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
PDX1_MOUSE.H11MO.0.B	4.21770703440183e-3	4.21770703440183e-3	4.21770703440183e-3	4.21770703440183e-3	4.21770703440183e-3
PEBB_MOUSE.H11MO.0.C	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
PIT1_MOUSE.H11MO.0.C	7.151764101811731e-3	7.151764101811731e-3	7.151764101811731e-3	7.151764101811731e-3	7.151764101811731e-3
PITX1_MOUSE.H11MO.0.C	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3
PITX2_MOUSE.H11MO.0.D	5.20795129465268e-3	5.20795129465268e-3	5.20795129465268e-3	5.20795129465268e-3	5.20795129465268e-3
PKNX1_MOUSE.H11MO.0.A	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
PLAG1_MOUSE.H11MO.0.D	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4
PO2F1_MOUSE.H11MO.0.C	2.530624220641098e-3	2.530624220641098e-3	2.530624220641098e-3	2.530624220641098e-3	2.530624220641098e-3
PO2F2_MOUSE.H11MO.0.B	1.6137313870754344e-3	1.6137313870754344e-3	1.6137313870754344e-3	1.6137313870754344e-3	1.6137313870754344e-3
PO3F1_MOUSE.H11MO.0.C	4.877869874569063e-3	4.877869874569063e-3	4.877869874569063e-3	4.877869874569063e-3	4.877869874569063e-3
PO3F2_MOUSE.H11MO.0.A	4.6578155945132815e-3	4.6578155945132815e-3	4.6578155945132815e-3	4.6578155945132815e-3	4.6578155945132815e-3
PO3F2_MOUSE.H11MO.1.A	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3
PO4F2_MOUSE.H11MO.0.D	4.621139881170744e-3	4.621139881170744e-3	4.621139881170744e-3	4.621139881170744e-3	4.621139881170744e-3
PO5F1_MOUSE.H11MO.0.A	3.22746277415098e-3	3.22746277415098e-3	3.22746277415098e-3	3.22746277415098e-3	3.22746277415098e-3
PO5F1_MOUSE.H11MO.1.A	1.3570013936771153e-3	1.3570013936771153e-3	1.3570013936771153e-3	1.3570013936771153e-3	1.3570013936771153e-3
PO6F1_MOUSE.H11MO.0.D	4.184698892393457e-2	4.184698892393457e-2	4.184698892393457e-2	4.184698892393457e-2	4.184698892393457e-2
