	e9.5	e9.5	e9.5	e9.5	e9.5
PPARA_MOUSE.H11MO.0.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
PPARA_MOUSE.H11MO.1.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
PPARD_MOUSE.H11MO.0.D	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
PPARG_MOUSE.H11MO.0.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
PPARG_MOUSE.H11MO.1.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
PRD14_MOUSE.H11MO.0.A	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4
PRD16_MOUSE.H11MO.0.B	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
PRDM1_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
PRDM5_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
PRDM5_MOUSE.H11MO.1.A	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
PRDM9_MOUSE.H11MO.0.C	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
PRGR_MOUSE.H11MO.0.A	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4
PRGR_MOUSE.H11MO.1.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
PROP1_MOUSE.H11MO.0.C	6.601628401672444e-3	6.601628401672444e-3	6.601628401672444e-3	6.601628401672444e-3	6.601628401672444e-3
PRRX1_MOUSE.H11MO.0.D	3.190787060808331e-3	3.190787060808331e-3	3.190787060808331e-3	3.190787060808331e-3	3.190787060808331e-3
PRRX2_MOUSE.H11MO.0.C	3.8509499009755643e-3	3.8509499009755643e-3	3.8509499009755643e-3	3.8509499009755643e-3	3.8509499009755643e-3
PTF1A_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
PTF1A_MOUSE.H11MO.1.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
PURA_MOUSE.H11MO.0.D	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
RARA_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
RARA_MOUSE.H11MO.1.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
RARA_MOUSE.H11MO.2.A	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4	6.601628401672333e-4
RARA_MOUSE.H11MO.3.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
RARB_MOUSE.H11MO.0.D	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
RARG_MOUSE.H11MO.0.C	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
RARG_MOUSE.H11MO.1.C	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
REL_MOUSE.H11MO.0.A	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4
RELB_MOUSE.H11MO.0.C	1.540379960390248e-3	1.540379960390248e-3	1.540379960390248e-3	1.540379960390248e-3	1.540379960390248e-3
REST_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
RFX1_MOUSE.H11MO.0.A	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4
RFX1_MOUSE.H11MO.1.A	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4
RFX2_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
RFX2_MOUSE.H11MO.1.A	9.902442602508499e-4	9.902442602508499e-4	9.902442602508499e-4	9.902442602508499e-4	9.902442602508499e-4
RFX3_MOUSE.H11MO.0.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
RFX3_MOUSE.H11MO.1.C	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
RFX6_MOUSE.H11MO.0.C	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
RFX6_MOUSE.H11MO.1.C	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4
RORA_MOUSE.H11MO.0.C	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
RORG_MOUSE.H11MO.0.B	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4
RREB1_MOUSE.H11MO.0.D	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4
RUNX1_MOUSE.H11MO.0.A	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
RUNX2_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
RUNX3_MOUSE.H11MO.0.A	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4
RXRA_MOUSE.H11MO.0.A	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
RXRA_MOUSE.H11MO.1.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
RXRA_MOUSE.H11MO.2.A	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
RXRB_MOUSE.H11MO.0.C	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
RXRG_MOUSE.H11MO.0.B	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
RXRG_MOUSE.H11MO.1.B	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4
SALL1_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0
SALL4_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
SIX2_MOUSE.H11MO.0.A	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3
SIX4_MOUSE.H11MO.0.C	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4
SMAD1_MOUSE.H11MO.0.D	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
SMAD2_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
SMAD3_MOUSE.H11MO.0.B	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
SMAD4_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
SMCA5_MOUSE.H11MO.0.C	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
SNAI1_MOUSE.H11MO.0.C	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
SNAI2_MOUSE.H11MO.0.A	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
SOX10_MOUSE.H11MO.0.B	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3
SOX10_MOUSE.H11MO.1.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
SOX13_MOUSE.H11MO.0.D	2.5672999339837466e-3	2.5672999339837466e-3	2.5672999339837466e-3	2.5672999339837466e-3	2.5672999339837466e-3
SOX15_MOUSE.H11MO.0.D	1.6504071004180831e-3	1.6504071004180831e-3	1.6504071004180831e-3	1.6504071004180831e-3	1.6504071004180831e-3
SOX17_MOUSE.H11MO.0.D	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4	8.435414068803659e-4
SOX18_MOUSE.H11MO.0.D	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3	3.1541113474656823e-3
SOX2_MOUSE.H11MO.0.A	2.0538399471869973e-3	2.0538399471869973e-3	2.0538399471869973e-3	2.0538399471869973e-3	2.0538399471869973e-3
SOX2_MOUSE.H11MO.1.A	6.234871268245845e-4	6.234871268245845e-4	6.234871268245845e-4	6.234871268245845e-4	6.234871268245845e-4
SOX3_MOUSE.H11MO.0.C	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
SOX4_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
SOX5_MOUSE.H11MO.0.C	4.767842734541228e-3	4.767842734541228e-3	4.767842734541228e-3	4.767842734541228e-3	4.767842734541228e-3
SOX9_MOUSE.H11MO.0.A	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
SOX9_MOUSE.H11MO.1.A	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
SP1_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
SP1_MOUSE.H11MO.1.A	0.0	0.0	0.0	0.0	0.0
SP2_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
SP2_MOUSE.H11MO.1.C	0.0	0.0	0.0	0.0	0.0
SP3_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
SP4_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
SP4_MOUSE.H11MO.1.B	0.0	0.0	0.0	0.0	0.0
SP5_MOUSE.H11MO.0.C	0.0	0.0	0.0	0.0	0.0
SP5_MOUSE.H11MO.1.C	0.0	0.0	0.0	0.0	0.0
SP7_MOUSE.H11MO.0.A	4.474437027800149e-3	4.474437027800149e-3	4.474437027800149e-3	4.474437027800149e-3	4.474437027800149e-3
SPI1_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
SPIB_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
SPZ1_MOUSE.H11MO.0.D	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3	2.4572727939558003e-3
SRBP1_MOUSE.H11MO.0.B	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4
SRBP2_MOUSE.H11MO.0.B	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
SRF_MOUSE.H11MO.0.A	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4
SRY_MOUSE.H11MO.0.B	2.200542800557481e-3	2.200542800557481e-3	2.200542800557481e-3	2.200542800557481e-3	2.200542800557481e-3
STA5A_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
STA5B_MOUSE.H11MO.0.A	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
STAT1_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
STAT1_MOUSE.H11MO.1.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
STAT2_MOUSE.H11MO.0.A	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
STAT3_MOUSE.H11MO.0.A	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4
STAT4_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
STAT6_MOUSE.H11MO.0.A	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4	8.802171202230147e-4
STF1_MOUSE.H11MO.0.B	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
SUH_MOUSE.H11MO.0.A	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4	2.5672999339831915e-4
TAF1_MOUSE.H11MO.0.A	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4
TAL1_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
TBP_MOUSE.H11MO.0.A	1.8337856671312158e-3	1.8337856671312158e-3	1.8337856671312158e-3	1.8337856671312158e-3	1.8337856671312158e-3
TBX20_MOUSE.H11MO.0.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
TBX21_MOUSE.H11MO.0.A	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4	3.6675713342626537e-4
TBX2_MOUSE.H11MO.0.D	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
TBX3_MOUSE.H11MO.0.B	3.484192767549299e-3	3.484192767549299e-3	3.484192767549299e-3	3.484192767549299e-3	3.484192767549299e-3
TBX5_MOUSE.H11MO.0.D	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4
TCF7_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
TEAD1_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
TEAD2_MOUSE.H11MO.0.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
TEAD3_MOUSE.H11MO.0.D	2.0171642338443485e-3	2.0171642338443485e-3	2.0171642338443485e-3	2.0171642338443485e-3	2.0171642338443485e-3
TEAD4_MOUSE.H11MO.0.A	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
TEF_MOUSE.H11MO.0.D	4.1076798943739945e-3	4.1076798943739945e-3	4.1076798943739945e-3	4.1076798943739945e-3	4.1076798943739945e-3
TF2L1_MOUSE.H11MO.0.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
TF2L1_MOUSE.H11MO.1.C	1.3203256803344665e-3	1.3203256803344665e-3	1.3203256803344665e-3	1.3203256803344665e-3	1.3203256803344665e-3
TF65_MOUSE.H11MO.0.A	9.902442602508499e-4	9.902442602508499e-4	9.902442602508499e-4	9.902442602508499e-4	9.902442602508499e-4
TF7L1_MOUSE.H11MO.0.A	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4	2.934057067409679e-4
TF7L2_MOUSE.H11MO.0.A	1.2102985403066313e-3	1.2102985403066313e-3	1.2102985403066313e-3	1.2102985403066313e-3	1.2102985403066313e-3
TFCP2_MOUSE.H11MO.0.D	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
TFDP1_MOUSE.H11MO.0.D	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4	1.100271400278352e-4
TFE2_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
TFE3_MOUSE.H11MO.0.A	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4	4.7678427345410057e-4
TFEB_MOUSE.H11MO.0.C	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3	1.0635956869361474e-3
TGIF1_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
THA11_MOUSE.H11MO.0.B	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
THA_MOUSE.H11MO.0.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
THA_MOUSE.H11MO.1.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
THB_MOUSE.H11MO.0.D	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
TLX1_MOUSE.H11MO.0.D	1.4303528203623017e-3	1.4303528203623017e-3	1.4303528203623017e-3	1.4303528203623017e-3	1.4303528203623017e-3
TWST1_MOUSE.H11MO.0.B	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3
TWST1_MOUSE.H11MO.1.B	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4
TYY1_MOUSE.H11MO.0.A	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4	2.2005428005578143e-4
UBIP1_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0
USF1_MOUSE.H11MO.0.A	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
USF2_MOUSE.H11MO.0.A	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
VDR_MOUSE.H11MO.0.A	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4	9.535685469082011e-4
VDR_MOUSE.H11MO.1.A	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4	9.168928335656634e-4
VSX2_MOUSE.H11MO.0.C	4.034328467688697e-3	4.034328467688697e-3	4.034328467688697e-3	4.034328467688697e-3	4.034328467688697e-3
WT1_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
WT1_MOUSE.H11MO.1.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
XBP1_MOUSE.H11MO.0.C	5.317978434680515e-3	5.317978434680515e-3	5.317978434680515e-3	5.317978434680515e-3	5.317978434680515e-3
ZBT17_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
ZBT18_MOUSE.H11MO.0.D	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
ZBT7A_MOUSE.H11MO.0.B	2.6039756473263953e-3	2.6039756473263953e-3	2.6039756473263953e-3	2.6039756473263953e-3	2.6039756473263953e-3
ZBTB6_MOUSE.H11MO.0.D	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
ZEB1_MOUSE.H11MO.0.B	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4	4.4010856011145183e-4
ZEP1_MOUSE.H11MO.0.D	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4	5.134599867967493e-4
ZEP2_MOUSE.H11MO.0.D	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3	1.5770556737328967e-3
ZFHX3_MOUSE.H11MO.0.D	1.1552849702926693e-2	1.1552849702926693e-2	1.1552849702926693e-2	1.1552849702926693e-2	1.1552849702926693e-2
ZFP42_MOUSE.H11MO.0.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
ZFP57_MOUSE.H11MO.0.B	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3	2.934057067410012e-3
ZFX_MOUSE.H11MO.0.B	3.667571334264874e-5	3.667571334264874e-5	3.667571334264874e-5	3.667571334264874e-5	3.667571334264874e-5
ZFX_MOUSE.H11MO.1.B	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
ZIC1_MOUSE.H11MO.0.B	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4	4.034328467689141e-4
ZIC2_MOUSE.H11MO.0.C	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
ZIC3_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
ZKSC1_MOUSE.H11MO.0.A	1.9071370938165133e-3	1.9071370938165133e-3	1.9071370938165133e-3	1.9071370938165133e-3	1.9071370938165133e-3
ZN143_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
ZN148_MOUSE.H11MO.0.D	3.667571334264874e-5	3.667571334264874e-5	3.667571334264874e-5	3.667571334264874e-5	3.667571334264874e-5
ZN281_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
ZN322_MOUSE.H11MO.0.B	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4	1.8337856671313268e-4
ZN335_MOUSE.H11MO.0.A	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5	7.335142668529748e-5
ZN335_MOUSE.H11MO.1.A	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4	1.4670285337048394e-4
ZN423_MOUSE.H11MO.0.D	2.2115455145602536e-2	2.2115455145602536e-2	2.2115455145602536e-2	2.2115455145602536e-2	2.2115455145602536e-2
ZN431_MOUSE.H11MO.0.C	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4	3.3008142008361663e-4
