	e9.5	e9.5	e9.5	e9.5	e9.5
HTF4_MOUSE.H11MO.0.A	1.1825370500670466e-3	1.1825370500670466e-3	1.1825370500670466e-3	1.1825370500670466e-3	1.1825370500670466e-3
HXA10_MOUSE.H11MO.0.C	1.303418714175831e-4	1.303418714175831e-4	1.303418714175831e-4	1.303418714175831e-4	1.303418714175831e-4
HXA13_MOUSE.H11MO.0.C	1.977920866124491e-4	1.977920866124491e-4	1.977920866124491e-4	1.977920866124491e-4	1.977920866124491e-4
HXA1_MOUSE.H11MO.0.C	2.938226170134363e-4	2.938226170134363e-4	2.938226170134363e-4	2.938226170134363e-4	2.938226170134363e-4
HXA5_MOUSE.H11MO.0.D	8.849447443334546e-5	8.849447443334546e-5	8.849447443334546e-5	8.849447443334546e-5	8.849447443334546e-5
HXA7_MOUSE.H11MO.0.D	1.3417660031563917e-4	1.3417660031563917e-4	1.3417660031563917e-4	1.3417660031563917e-4	1.3417660031563917e-4
HXA9_MOUSE.H11MO.0.B	1.5648004779216917e-4	1.5648004779216917e-4	1.5648004779216917e-4	1.5648004779216917e-4	1.5648004779216917e-4
HXB1_MOUSE.H11MO.0.D	1.4851127525488257e-4	1.4851127525488257e-4	1.4851127525488257e-4	1.4851127525488257e-4	1.4851127525488257e-4
HXB4_MOUSE.H11MO.0.A	1.7242690057932698e-4	1.7242690057932698e-4	1.7242690057932698e-4	1.7242690057932698e-4	1.7242690057932698e-4
HXB6_MOUSE.H11MO.0.D	1.500887168518767e-4	1.500887168518767e-4	1.500887168518767e-4	1.500887168518767e-4	1.500887168518767e-4
HXB7_MOUSE.H11MO.0.C	1.1065857703092124e-4	1.1065857703092124e-4	1.1065857703092124e-4	1.1065857703092124e-4	1.1065857703092124e-4
HXB8_MOUSE.H11MO.0.C	7.034762639859365e-5	7.034762639859365e-5	7.034762639859365e-5	7.034762639859365e-5	7.034762639859365e-5
HXC6_MOUSE.H11MO.0.D	7.260100301798231e-5	7.260100301798231e-5	7.260100301798231e-5	7.260100301798231e-5	7.260100301798231e-5
HXC8_MOUSE.H11MO.0.D	1.393156430640488e-4	1.393156430640488e-4	1.393156430640488e-4	1.393156430640488e-4	1.393156430640488e-4
HXD10_MOUSE.H11MO.0.D	2.2618094425771803e-4	2.2618094425771803e-4	2.2618094425771803e-4	2.2618094425771803e-4	2.2618094425771803e-4
HXD13_MOUSE.H11MO.0.D	1.637022123290427e-4	1.637022123290427e-4	1.637022123290427e-4	1.637022123290427e-4	1.637022123290427e-4
HXD4_MOUSE.H11MO.0.D	1.668418331139894e-4	1.668418331139894e-4	1.668418331139894e-4	1.668418331139894e-4	1.668418331139894e-4
HXD9_MOUSE.H11MO.0.D	2.2175616634737553e-4	2.2175616634737553e-4	2.2175616634737553e-4	2.2175616634737553e-4	2.2175616634737553e-4
IKZF1_MOUSE.H11MO.0.C	8.117701748828599e-4	8.117701748828599e-4	8.117701748828599e-4	8.117701748828599e-4	8.117701748828599e-4
INSM1_MOUSE.H11MO.0.C	4.5149046839571195e-4	4.5149046839571195e-4	4.5149046839571195e-4	4.5149046839571195e-4	4.5149046839571195e-4
IRF1_MOUSE.H11MO.0.A	6.520108886808232e-4	6.520108886808232e-4	6.520108886808232e-4	6.520108886808232e-4	6.520108886808232e-4
IRF2_MOUSE.H11MO.0.B	7.711842696349392e-4	7.711842696349392e-4	7.711842696349392e-4	7.711842696349392e-4	7.711842696349392e-4
IRF3_MOUSE.H11MO.0.A	1.6541120639110261e-3	1.6541120639110261e-3	1.6541120639110261e-3	1.6541120639110261e-3	1.6541120639110261e-3
IRF4_MOUSE.H11MO.0.A	9.377267543656069e-4	9.377267543656069e-4	9.377267543656069e-4	9.377267543656069e-4	9.377267543656069e-4
IRF5_MOUSE.H11MO.0.D	1.5462374343380166e-4	1.5462374343380166e-4	1.5462374343380166e-4	1.5462374343380166e-4	1.5462374343380166e-4
IRF7_MOUSE.H11MO.0.C	3.2174562462179154e-4	3.2174562462179154e-4	3.2174562462179154e-4	3.2174562462179154e-4	3.2174562462179154e-4
IRF8_MOUSE.H11MO.0.A	1.0155353212001803e-3	1.0155353212001803e-3	1.0155353212001803e-3	1.0155353212001803e-3	1.0155353212001803e-3
IRF9_MOUSE.H11MO.0.C	6.734629689572356e-5	6.734629689572356e-5	6.734629689572356e-5	6.734629689572356e-5	6.734629689572356e-5
ISL1_MOUSE.H11MO.0.A	1.9925411530897347e-4	1.9925411530897347e-4	1.9925411530897347e-4	1.9925411530897347e-4	1.9925411530897347e-4
ITF2_MOUSE.H11MO.0.B	4.569041164753596e-4	4.569041164753596e-4	4.569041164753596e-4	4.569041164753596e-4	4.569041164753596e-4
JUN_MOUSE.H11MO.0.A	1.1510663112369918e-3	1.1510663112369918e-3	1.1510663112369918e-3	1.1510663112369918e-3	1.1510663112369918e-3
JUNB_MOUSE.H11MO.0.A	1.149940389931828e-3	1.149940389931828e-3	1.149940389931828e-3	1.149940389931828e-3	1.149940389931828e-3
JUND_MOUSE.H11MO.0.A	1.1530246759451275e-3	1.1530246759451275e-3	1.1530246759451275e-3	1.1530246759451275e-3	1.1530246759451275e-3
KAISO_MOUSE.H11MO.0.B	6.094717591788698e-4	6.094717591788698e-4	6.094717591788698e-4	6.094717591788698e-4	6.094717591788698e-4
KAISO_MOUSE.H11MO.1.B	4.7190772324431793e-4	4.7190772324431793e-4	4.7190772324431793e-4	4.7190772324431793e-4	4.7190772324431793e-4
KAISO_MOUSE.H11MO.2.B	4.6079649866422046e-4	4.6079649866422046e-4	4.6079649866422046e-4	4.6079649866422046e-4	4.6079649866422046e-4
KLF15_MOUSE.H11MO.0.A	4.173864280291778e-3	4.173864280291778e-3	4.173864280291778e-3	4.173864280291778e-3	4.173864280291778e-3
KLF1_MOUSE.H11MO.0.A	3.1779322427830017e-3	3.1779322427830017e-3	3.1779322427830017e-3	3.1779322427830017e-3	3.1779322427830017e-3
KLF3_MOUSE.H11MO.0.A	4.590373097207962e-3	4.590373097207962e-3	4.590373097207962e-3	4.590373097207962e-3	4.590373097207962e-3
KLF4_MOUSE.H11MO.0.A	2.759910193628294e-3	2.759910193628294e-3	2.759910193628294e-3	2.759910193628294e-3	2.759910193628294e-3
KLF5_MOUSE.H11MO.0.A	3.3893710352246973e-3	3.3893710352246973e-3	3.3893710352246973e-3	3.3893710352246973e-3	3.3893710352246973e-3
KLF6_MOUSE.H11MO.0.B	4.113334175525056e-3	4.113334175525056e-3	4.113334175525056e-3	4.113334175525056e-3	4.113334175525056e-3
KLF8_MOUSE.H11MO.0.C	8.390079331482834e-4	8.390079331482834e-4	8.390079331482834e-4	8.390079331482834e-4	8.390079331482834e-4
LEF1_MOUSE.H11MO.0.B	6.596753194493274e-4	6.596753194493274e-4	6.596753194493274e-4	6.596753194493274e-4	6.596753194493274e-4
LHX2_MOUSE.H11MO.0.A	1.91713042069285e-4	1.91713042069285e-4	1.91713042069285e-4	1.91713042069285e-4	1.91713042069285e-4
LHX3_MOUSE.H11MO.0.C	1.3905213043305186e-4	1.3905213043305186e-4	1.3905213043305186e-4	1.3905213043305186e-4	1.3905213043305186e-4
LHX6_MOUSE.H11MO.0.C	3.9434992701980565e-4	3.9434992701980565e-4	3.9434992701980565e-4	3.9434992701980565e-4	3.9434992701980565e-4
LYL1_MOUSE.H11MO.0.A	1.4088368227362542e-3	1.4088368227362542e-3	1.4088368227362542e-3	1.4088368227362542e-3	1.4088368227362542e-3
MAF_MOUSE.H11MO.0.A	7.110944001679606e-4	7.110944001679606e-4	7.110944001679606e-4	7.110944001679606e-4	7.110944001679606e-4
MAF_MOUSE.H11MO.1.A	9.638373643593139e-4	9.638373643593139e-4	9.638373643593139e-4	9.638373643593139e-4	9.638373643593139e-4
MAFA_MOUSE.H11MO.0.D	1.0147678189456706e-3	1.0147678189456706e-3	1.0147678189456706e-3	1.0147678189456706e-3	1.0147678189456706e-3
MAFB_MOUSE.H11MO.0.B	7.535367561938561e-4	7.535367561938561e-4	7.535367561938561e-4	7.535367561938561e-4	7.535367561938561e-4
MAFF_MOUSE.H11MO.0.A	7.263797402412722e-4	7.263797402412722e-4	7.263797402412722e-4	7.263797402412722e-4	7.263797402412722e-4
MAFF_MOUSE.H11MO.1.A	1.004959786814378e-3	1.004959786814378e-3	1.004959786814378e-3	1.004959786814378e-3	1.004959786814378e-3
MAFG_MOUSE.H11MO.0.A	6.728128579399907e-4	6.728128579399907e-4	6.728128579399907e-4	6.728128579399907e-4	6.728128579399907e-4
MAFG_MOUSE.H11MO.1.A	1.0969624925984064e-3	1.0969624925984064e-3	1.0969624925984064e-3	1.0969624925984064e-3	1.0969624925984064e-3
MAFK_MOUSE.H11MO.0.A	8.967379735836032e-4	8.967379735836032e-4	8.967379735836032e-4	8.967379735836032e-4	8.967379735836032e-4
MAFK_MOUSE.H11MO.1.A	1.112106379861598e-3	1.112106379861598e-3	1.112106379861598e-3	1.112106379861598e-3	1.112106379861598e-3
MAX_MOUSE.H11MO.0.A	4.3700965428373963e-4	4.3700965428373963e-4	4.3700965428373963e-4	4.3700965428373963e-4	4.3700965428373963e-4
MAZ_MOUSE.H11MO.0.A	4.86169548630101e-3	4.86169548630101e-3	4.86169548630101e-3	4.86169548630101e-3	4.86169548630101e-3
MAZ_MOUSE.H11MO.1.A	2.9737352560092957e-3	2.9737352560092957e-3	2.9737352560092957e-3	2.9737352560092957e-3	2.9737352560092957e-3
MBD2_MOUSE.H11MO.0.B	9.12328808105413e-4	9.12328808105413e-4	9.12328808105413e-4	9.12328808105413e-4	9.12328808105413e-4
MCR_MOUSE.H11MO.0.D	4.6448212032606346e-4	4.6448212032606346e-4	4.6448212032606346e-4	4.6448212032606346e-4	4.6448212032606346e-4
MECP2_MOUSE.H11MO.0.C	1.023852453456453e-3	1.023852453456453e-3	1.023852453456453e-3	1.023852453456453e-3	1.023852453456453e-3
MEF2A_MOUSE.H11MO.0.A	2.9518364212625394e-4	2.9518364212625394e-4	2.9518364212625394e-4	2.9518364212625394e-4	2.9518364212625394e-4
MEF2C_MOUSE.H11MO.0.A	2.9384087516847726e-4	2.9384087516847726e-4	2.9384087516847726e-4	2.9384087516847726e-4	2.9384087516847726e-4
MEF2D_MOUSE.H11MO.0.A	2.8567687586880663e-4	2.8567687586880663e-4	2.8567687586880663e-4	2.8567687586880663e-4	2.8567687586880663e-4
MEIS1_MOUSE.H11MO.0.A	1.399594096946374e-4	1.399594096946374e-4	1.399594096946374e-4	1.399594096946374e-4	1.399594096946374e-4
MEIS1_MOUSE.H11MO.1.A	7.051462921321052e-4	7.051462921321052e-4	7.051462921321052e-4	7.051462921321052e-4	7.051462921321052e-4
MEIS2_MOUSE.H11MO.0.B	4.7382117437299773e-4	4.7382117437299773e-4	4.7382117437299773e-4	4.7382117437299773e-4	4.7382117437299773e-4
MITF_MOUSE.H11MO.0.A	6.680829398996908e-4	6.680829398996908e-4	6.680829398996908e-4	6.680829398996908e-4	6.680829398996908e-4
MLXPL_MOUSE.H11MO.0.D	4.189387237335232e-4	4.189387237335232e-4	4.189387237335232e-4	4.189387237335232e-4	4.189387237335232e-4
MSGN1_MOUSE.H11MO.0.C	4.006439880529682e-4	4.006439880529682e-4	4.006439880529682e-4	4.006439880529682e-4	4.006439880529682e-4
MSX2_MOUSE.H11MO.0.D	1.4537793202371388e-4	1.4537793202371388e-4	1.4537793202371388e-4	1.4537793202371388e-4	1.4537793202371388e-4
MSX3_MOUSE.H11MO.0.D	1.0155833751819646e-4	1.0155833751819646e-4	1.0155833751819646e-4	1.0155833751819646e-4	1.0155833751819646e-4
MTF1_MOUSE.H11MO.0.C	4.989307724096927e-4	4.989307724096927e-4	4.989307724096927e-4	4.989307724096927e-4	4.989307724096927e-4
MXI1_MOUSE.H11MO.0.A	6.291921791207673e-4	6.291921791207673e-4	6.291921791207673e-4	6.291921791207673e-4	6.291921791207673e-4
MXI1_MOUSE.H11MO.1.A	2.5595910209078265e-4	2.5595910209078265e-4	2.5595910209078265e-4	2.5595910209078265e-4	2.5595910209078265e-4
MYB_MOUSE.H11MO.0.A	4.227594352398099e-4	4.227594352398099e-4	4.227594352398099e-4	4.227594352398099e-4	4.227594352398099e-4
MYBA_MOUSE.H11MO.0.C	3.332921643901464e-4	3.332921643901464e-4	3.332921643901464e-4	3.332921643901464e-4	3.332921643901464e-4
MYBB_MOUSE.H11MO.0.D	2.3093593114167801e-4	2.3093593114167801e-4	2.3093593114167801e-4	2.3093593114167801e-4	2.3093593114167801e-4
MYC_MOUSE.H11MO.0.A	4.541347384962114e-4	4.541347384962114e-4	4.541347384962114e-4	4.541347384962114e-4	4.541347384962114e-4
MYCN_MOUSE.H11MO.0.A	4.389538907242231e-4	4.389538907242231e-4	4.389538907242231e-4	4.389538907242231e-4	4.389538907242231e-4
MYF5_MOUSE.H11MO.0.D	9.549971489005015e-4	9.549971489005015e-4	9.549971489005015e-4	9.549971489005015e-4	9.549971489005015e-4
MYF6_MOUSE.H11MO.0.C	1.994263204438719e-3	1.994263204438719e-3	1.994263204438719e-3	1.994263204438719e-3	1.994263204438719e-3
MYOD1_MOUSE.H11MO.0.A	1.117148602511671e-3	1.117148602511671e-3	1.117148602511671e-3	1.117148602511671e-3	1.117148602511671e-3
MYOD1_MOUSE.H11MO.1.A	1.1059144018979675e-3	1.1059144018979675e-3	1.1059144018979675e-3	1.1059144018979675e-3	1.1059144018979675e-3
MYOG_MOUSE.H11MO.0.A	1.2044508971431008e-3	1.2044508971431008e-3	1.2044508971431008e-3	1.2044508971431008e-3	1.2044508971431008e-3
NANOG_MOUSE.H11MO.0.A	3.9153489275194764e-4	3.9153489275194764e-4	3.9153489275194764e-4	3.9153489275194764e-4	3.9153489275194764e-4
NANOG_MOUSE.H11MO.1.A	3.030607481378194e-4	3.030607481378194e-4	3.030607481378194e-4	3.030607481378194e-4	3.030607481378194e-4
NDF1_MOUSE.H11MO.0.A	6.798104826399296e-4	6.798104826399296e-4	6.798104826399296e-4	6.798104826399296e-4	6.798104826399296e-4
NDF2_MOUSE.H11MO.0.A	7.449199274100642e-4	7.449199274100642e-4	7.449199274100642e-4	7.449199274100642e-4	7.449199274100642e-4
NF2L1_MOUSE.H11MO.0.C	5.925487904199794e-4	5.925487904199794e-4	5.925487904199794e-4	5.925487904199794e-4	5.925487904199794e-4
NF2L2_MOUSE.H11MO.0.A	8.678271834391678e-4	8.678271834391678e-4	8.678271834391678e-4	8.678271834391678e-4	8.678271834391678e-4
NFAC1_MOUSE.H11MO.0.A	5.160375019950111e-4	5.160375019950111e-4	5.160375019950111e-4	5.160375019950111e-4	5.160375019950111e-4
NFAC1_MOUSE.H11MO.1.A	4.6379631583370824e-4	4.6379631583370824e-4	4.6379631583370824e-4	4.6379631583370824e-4	4.6379631583370824e-4
NFAC2_MOUSE.H11MO.0.C	3.012464784081175e-4	3.012464784081175e-4	3.012464784081175e-4	3.012464784081175e-4	3.012464784081175e-4
NFAC2_MOUSE.H11MO.1.C	4.872265748842712e-4	4.872265748842712e-4	4.872265748842712e-4	4.872265748842712e-4	4.872265748842712e-4
NFAC3_MOUSE.H11MO.0.B	2.953033981991592e-4	2.953033981991592e-4	2.953033981991592e-4	2.953033981991592e-4	2.953033981991592e-4
NFAC4_MOUSE.H11MO.0.C	3.000768372385555e-4	3.000768372385555e-4	3.000768372385555e-4	3.000768372385555e-4	3.000768372385555e-4
NFAT5_MOUSE.H11MO.0.D	3.2275310037112206e-4	3.2275310037112206e-4	3.2275310037112206e-4	3.2275310037112206e-4	3.2275310037112206e-4
NFE2_MOUSE.H11MO.0.A	9.068149905185147e-4	9.068149905185147e-4	9.068149905185147e-4	9.068149905185147e-4	9.068149905185147e-4
NFIA_MOUSE.H11MO.0.C	5.866396125919505e-4	5.866396125919505e-4	5.866396125919505e-4	5.866396125919505e-4	5.866396125919505e-4
NFIA_MOUSE.H11MO.1.D	4.1452242758757186e-4	4.1452242758757186e-4	4.1452242758757186e-4	4.1452242758757186e-4	4.1452242758757186e-4
NFIB_MOUSE.H11MO.0.C	7.530109241492893e-4	7.530109241492893e-4	7.530109241492893e-4	7.530109241492893e-4	7.530109241492893e-4
NFIC_MOUSE.H11MO.0.A	4.941652993055937e-4	4.941652993055937e-4	4.941652993055937e-4	4.941652993055937e-4	4.941652993055937e-4
NFIC_MOUSE.H11MO.1.A	9.815772387413897e-4	9.815772387413897e-4	9.815772387413897e-4	9.815772387413897e-4	9.815772387413897e-4
NFIL3_MOUSE.H11MO.0.C	1.7434230015846071e-4	1.7434230015846071e-4	1.7434230015846071e-4	1.7434230015846071e-4	1.7434230015846071e-4
NFKB1_MOUSE.H11MO.0.A	4.26449361477484e-4	4.26449361477484e-4	4.26449361477484e-4	4.26449361477484e-4	4.26449361477484e-4
NFKB2_MOUSE.H11MO.0.C	4.401960048661545e-4	4.401960048661545e-4	4.401960048661545e-4	4.401960048661545e-4	4.401960048661545e-4
NFYA_MOUSE.H11MO.0.A	1.768168676523985e-3	1.768168676523985e-3	1.768168676523985e-3	1.768168676523985e-3	1.768168676523985e-3
NFYB_MOUSE.H11MO.0.A	1.7387821629555337e-3	1.7387821629555337e-3	1.7387821629555337e-3	1.7387821629555337e-3	1.7387821629555337e-3
NFYC_MOUSE.H11MO.0.B	1.7179515304628407e-3	1.7179515304628407e-3	1.7179515304628407e-3	1.7179515304628407e-3	1.7179515304628407e-3
NGN2_MOUSE.H11MO.0.C	8.076890371063167e-4	8.076890371063167e-4	8.076890371063167e-4	8.076890371063167e-4	8.076890371063167e-4
NKX21_MOUSE.H11MO.0.A	3.536810647381567e-4	3.536810647381567e-4	3.536810647381567e-4	3.536810647381567e-4	3.536810647381567e-4
NKX22_MOUSE.H11MO.0.A	5.290300069369638e-4	5.290300069369638e-4	5.290300069369638e-4	5.290300069369638e-4	5.290300069369638e-4
NKX25_MOUSE.H11MO.0.A	3.9982739801719077e-4	3.9982739801719077e-4	3.9982739801719077e-4	3.9982739801719077e-4	3.9982739801719077e-4
NKX28_MOUSE.H11MO.0.C	5.538542800426704e-4	5.538542800426704e-4	5.538542800426704e-4	5.538542800426704e-4	5.538542800426704e-4
NKX31_MOUSE.H11MO.0.C	2.553592888347297e-4	2.553592888347297e-4	2.553592888347297e-4	2.553592888347297e-4	2.553592888347297e-4
NKX32_MOUSE.H11MO.0.B	1.9665035807073805e-4	1.9665035807073805e-4	1.9665035807073805e-4	1.9665035807073805e-4	1.9665035807073805e-4
NKX61_MOUSE.H11MO.0.A	2.476128606481878e-4	2.476128606481878e-4	2.476128606481878e-4	2.476128606481878e-4	2.476128606481878e-4
NKX61_MOUSE.H11MO.1.A	1.2828585871051297e-4	1.2828585871051297e-4	1.2828585871051297e-4	1.2828585871051297e-4	1.2828585871051297e-4
NOBOX_MOUSE.H11MO.0.C	2.0462288737266507e-4	2.0462288737266507e-4	2.0462288737266507e-4	2.0462288737266507e-4	2.0462288737266507e-4
NR0B1_MOUSE.H11MO.0.D	5.065734451576878e-4	5.065734451576878e-4	5.065734451576878e-4	5.065734451576878e-4	5.065734451576878e-4
NR1D1_MOUSE.H11MO.0.A	1.1573759794693407e-3	1.1573759794693407e-3	1.1573759794693407e-3	1.1573759794693407e-3	1.1573759794693407e-3
NR1D1_MOUSE.H11MO.1.C	4.6620328892062386e-4	4.6620328892062386e-4	4.6620328892062386e-4	4.6620328892062386e-4	4.6620328892062386e-4
NR1D2_MOUSE.H11MO.0.A	1.1250671527973269e-3	1.1250671527973269e-3	1.1250671527973269e-3	1.1250671527973269e-3	1.1250671527973269e-3
NR1H2_MOUSE.H11MO.0.D	1.8443448676687307e-4	1.8443448676687307e-4	1.8443448676687307e-4	1.8443448676687307e-4	1.8443448676687307e-4
NR1H3_MOUSE.H11MO.0.A	1.3408801968881174e-3	1.3408801968881174e-3	1.3408801968881174e-3	1.3408801968881174e-3	1.3408801968881174e-3
NR1H3_MOUSE.H11MO.1.A	8.434215287150481e-4	8.434215287150481e-4	8.434215287150481e-4	8.434215287150481e-4	8.434215287150481e-4
NR1H3_MOUSE.H11MO.2.A	6.859109486496895e-4	6.859109486496895e-4	6.859109486496895e-4	6.859109486496895e-4	6.859109486496895e-4
NR1H4_MOUSE.H11MO.0.A	1.1184757272076618e-3	1.1184757272076618e-3	1.1184757272076618e-3	1.1184757272076618e-3	1.1184757272076618e-3
NR1H4_MOUSE.H11MO.1.A	5.65016431134073e-4	5.65016431134073e-4	5.65016431134073e-4	5.65016431134073e-4	5.65016431134073e-4
NR1I2_MOUSE.H11MO.0.C	4.110727985667239e-4	4.110727985667239e-4	4.110727985667239e-4	4.110727985667239e-4	4.110727985667239e-4
NR1I2_MOUSE.H11MO.1.D	3.352629456982937e-4	3.352629456982937e-4	3.352629456982937e-4	3.352629456982937e-4	3.352629456982937e-4
NR1I3_MOUSE.H11MO.0.C	5.259432872097725e-4	5.259432872097725e-4	5.259432872097725e-4	5.259432872097725e-4	5.259432872097725e-4
NR1I3_MOUSE.H11MO.1.D	2.5312333785719015e-4	2.5312333785719015e-4	2.5312333785719015e-4	2.5312333785719015e-4	2.5312333785719015e-4
NR2C1_MOUSE.H11MO.0.C	7.708061941246752e-4	7.708061941246752e-4	7.708061941246752e-4	7.708061941246752e-4	7.708061941246752e-4
NR2C2_MOUSE.H11MO.0.A	1.1352613491470939e-3	1.1352613491470939e-3	1.1352613491470939e-3	1.1352613491470939e-3	1.1352613491470939e-3
NR2E3_MOUSE.H11MO.0.C	4.5942008518759297e-4	4.5942008518759297e-4	4.5942008518759297e-4	4.5942008518759297e-4	4.5942008518759297e-4
NR2F6_MOUSE.H11MO.0.D	8.616428747758619e-4	8.616428747758619e-4	8.616428747758619e-4	8.616428747758619e-4	8.616428747758619e-4
NR4A1_MOUSE.H11MO.0.B	4.5422692718641837e-4	4.5422692718641837e-4	4.5422692718641837e-4	4.5422692718641837e-4	4.5422692718641837e-4
NR4A2_MOUSE.H11MO.0.C	7.005476370278384e-4	7.005476370278384e-4	7.005476370278384e-4	7.005476370278384e-4	7.005476370278384e-4
NR4A3_MOUSE.H11MO.0.D	5.516203255513017e-4	5.516203255513017e-4	5.516203255513017e-4	5.516203255513017e-4	5.516203255513017e-4
NR5A2_MOUSE.H11MO.0.A	6.389494548921353e-4	6.389494548921353e-4	6.389494548921353e-4	6.389494548921353e-4	6.389494548921353e-4
NR6A1_MOUSE.H11MO.0.D	9.631883017558514e-4	9.631883017558514e-4	9.631883017558514e-4	9.631883017558514e-4	9.631883017558514e-4
NRF1_MOUSE.H11MO.0.A	3.027382103805213e-3	3.027382103805213e-3	3.027382103805213e-3	3.027382103805213e-3	3.027382103805213e-3
OLIG2_MOUSE.H11MO.0.A	1.118965791201494e-3	1.118965791201494e-3	1.118965791201494e-3	1.118965791201494e-3	1.118965791201494e-3
OLIG2_MOUSE.H11MO.1.A	8.232316612170091e-4	8.232316612170091e-4	8.232316612170091e-4	8.232316612170091e-4	8.232316612170091e-4
ONEC2_MOUSE.H11MO.0.D	5.550042563263779e-5	5.550042563263779e-5	5.550042563263779e-5	5.550042563263779e-5	5.550042563263779e-5
OTX1_MOUSE.H11MO.0.D	4.5123699170369804e-4	4.5123699170369804e-4	4.5123699170369804e-4	4.5123699170369804e-4	4.5123699170369804e-4
OTX2_MOUSE.H11MO.0.A	2.593938976440484e-4	2.593938976440484e-4	2.593938976440484e-4	2.593938976440484e-4	2.593938976440484e-4
OVOL1_MOUSE.H11MO.0.C	2.1594611245919805e-4	2.1594611245919805e-4	2.1594611245919805e-4	2.1594611245919805e-4	2.1594611245919805e-4
OVOL2_MOUSE.H11MO.0.C	6.868349409057079e-5	6.868349409057079e-5	6.868349409057079e-5	6.868349409057079e-5	6.868349409057079e-5
P53_MOUSE.H11MO.0.A	6.624325584382029e-4	6.624325584382029e-4	6.624325584382029e-4	6.624325584382029e-4	6.624325584382029e-4
P53_MOUSE.H11MO.1.A	5.724741884640842e-4	5.724741884640842e-4	5.724741884640842e-4	5.724741884640842e-4	5.724741884640842e-4
P63_MOUSE.H11MO.0.B	6.395383459931167e-4	6.395383459931167e-4	6.395383459931167e-4	6.395383459931167e-4	6.395383459931167e-4
P63_MOUSE.H11MO.1.B	8.007820337941833e-4	8.007820337941833e-4	8.007820337941833e-4	8.007820337941833e-4	8.007820337941833e-4
P73_MOUSE.H11MO.0.B	6.205525525393238e-4	6.205525525393238e-4	6.205525525393238e-4	6.205525525393238e-4	6.205525525393238e-4
P73_MOUSE.H11MO.1.B	6.244261099199141e-4	6.244261099199141e-4	6.244261099199141e-4	6.244261099199141e-4	6.244261099199141e-4
PAX2_MOUSE.H11MO.0.D	2.0261845652820617e-4	2.0261845652820617e-4	2.0261845652820617e-4	2.0261845652820617e-4	2.0261845652820617e-4
PAX3_MOUSE.H11MO.0.D	1.6991915391295365e-4	1.6991915391295365e-4	1.6991915391295365e-4	1.6991915391295365e-4	1.6991915391295365e-4
PAX5_MOUSE.H11MO.0.A	5.81871655338117e-4	5.81871655338117e-4	5.81871655338117e-4	5.81871655338117e-4	5.81871655338117e-4
PAX6_MOUSE.H11MO.0.C	2.8254601378993865e-4	2.8254601378993865e-4	2.8254601378993865e-4	2.8254601378993865e-4	2.8254601378993865e-4
PAX8_MOUSE.H11MO.0.D	2.647468182336491e-4	2.647468182336491e-4	2.647468182336491e-4	2.647468182336491e-4	2.647468182336491e-4
PBX1_MOUSE.H11MO.0.A	7.468423888706418e-4	7.468423888706418e-4	7.468423888706418e-4	7.468423888706418e-4	7.468423888706418e-4
PBX1_MOUSE.H11MO.1.A	1.410331088847345e-3	1.410331088847345e-3	1.410331088847345e-3	1.410331088847345e-3	1.410331088847345e-3
PBX1_MOUSE.H11MO.2.C	1.9366012286673449e-4	1.9366012286673449e-4	1.9366012286673449e-4	1.9366012286673449e-4	1.9366012286673449e-4
PBX2_MOUSE.H11MO.0.C	1.9847294655684242e-4	1.9847294655684242e-4	1.9847294655684242e-4	1.9847294655684242e-4	1.9847294655684242e-4
PBX3_MOUSE.H11MO.0.A	1.1865675376775515e-3	1.1865675376775515e-3	1.1865675376775515e-3	1.1865675376775515e-3	1.1865675376775515e-3
PDX1_MOUSE.H11MO.0.B	2.2820390241725725e-4	2.2820390241725725e-4	2.2820390241725725e-4	2.2820390241725725e-4	2.2820390241725725e-4
PEBB_MOUSE.H11MO.0.C	7.350897932023802e-4	7.350897932023802e-4	7.350897932023802e-4	7.350897932023802e-4	7.350897932023802e-4
PIT1_MOUSE.H11MO.0.C	1.4475719558816879e-4	1.4475719558816879e-4	1.4475719558816879e-4	1.4475719558816879e-4	1.4475719558816879e-4
PITX1_MOUSE.H11MO.0.C	3.2362170900946644e-4	3.2362170900946644e-4	3.2362170900946644e-4	3.2362170900946644e-4	3.2362170900946644e-4
PITX2_MOUSE.H11MO.0.D	1.8792426853601863e-4	1.8792426853601863e-4	1.8792426853601863e-4	1.8792426853601863e-4	1.8792426853601863e-4
PKNX1_MOUSE.H11MO.0.A	8.007031608242187e-4	8.007031608242187e-4	8.007031608242187e-4	8.007031608242187e-4	8.007031608242187e-4
PLAG1_MOUSE.H11MO.0.D	1.3124019914146042e-3	1.3124019914146042e-3	1.3124019914146042e-3	1.3124019914146042e-3	1.3124019914146042e-3
PO2F1_MOUSE.H11MO.0.C	3.125892666725336e-4	3.125892666725336e-4	3.125892666725336e-4	3.125892666725336e-4	3.125892666725336e-4
PO2F2_MOUSE.H11MO.0.B	3.8457911991073755e-4	3.8457911991073755e-4	3.8457911991073755e-4	3.8457911991073755e-4	3.8457911991073755e-4
PO3F1_MOUSE.H11MO.0.C	1.9819934767459748e-4	1.9819934767459748e-4	1.9819934767459748e-4	1.9819934767459748e-4	1.9819934767459748e-4
